model,language,category,emotion,emotion_strategy,neutral_strategy,bootstrap_iteration,sampled_emotion_terms,sampled_neutral_terms,direction_cosine_to_reference,top_k_jaccard_to_reference,average_similarity_top_k
qwen3_embedding_8b,en,person,anger,single_word,neutral_centroid,12,anger,average; average; neutral; ordinary,0.9784760475158691,1.0,0.5568764984607697
qwen3_embedding_8b,en,person,anger,single_word,neutral_centroid,13,anger,plain; plain; plain; neutral,0.9504745006561279,1.0,0.5585692167282105
qwen3_embedding_8b,en,person,anger,single_word,neutral_centroid,14,anger,neutral; average; neutral; neutral,0.9395589828491211,0.8181818181818182,0.5558049440383911
qwen3_embedding_8b,en,person,anger,single_word,neutral_centroid,15,anger,ordinary; plain; average; average,0.9818660616874695,1.0,0.5584664165973663
qwen3_embedding_8b,en,person,anger,single_word,neutral_centroid,16,anger,neutral; average; neutral; neutral,0.9395589828491211,0.8181818181818182,0.5558049440383911
qwen3_embedding_8b,en,person,anger,single_word,neutral_centroid,17,anger,ordinary; average; plain; neutral,0.9999998807907104,1.0,0.5570794641971588
qwen3_embedding_8b,en,person,anger,single_word,neutral_centroid,18,anger,average; ordinary; ordinary; plain,0.9820764064788818,1.0,0.5570756137371063
qwen3_embedding_8b,en,person,anger,single_word,neutral_centroid,19,anger,ordinary; plain; average; average,0.9818660616874695,1.0,0.5584664165973663
qwen3_embedding_8b,en,person,anger,single_word,neutral_centroid,20,anger,neutral; average; average; plain,0.981195867061615,1.0,0.5584029495716095
qwen3_embedding_8b,en,person,anger,single_word,neutral_centroid,21,anger,ordinary; average; average; ordinary,0.9654117226600647,1.0,0.5571312308311462
qwen3_embedding_8b,en,person,anger,single_word,neutral_centroid,22,anger,plain; neutral; average; plain,0.9857809543609619,1.0,0.5585940599441528
qwen3_embedding_8b,en,person,anger,single_word,neutral_centroid,23,anger,neutral; ordinary; ordinary; plain,0.9824102520942688,1.0,0.5556006848812103
qwen3_embedding_8b,en,person,anger,single_word,neutral_centroid,24,anger,plain; neutral; neutral; average,0.9797316789627075,1.0,0.5570151090621949
qwen3_embedding_8b,en,person,anger,single_word,neutral_centroid,25,anger,plain; plain; plain; neutral,0.9504745006561279,1.0,0.5585692167282105
qwen3_embedding_8b,en,person,anger,single_word,neutral_centroid,26,anger,ordinary; neutral; plain; ordinary,0.9824102520942688,1.0,0.5556006789207458
qwen3_embedding_8b,en,person,anger,single_word,neutral_centroid,27,anger,ordinary; plain; plain; ordinary,0.9613279700279236,1.0,0.5572204649448395
qwen3_embedding_8b,en,person,anger,single_word,neutral_centroid,28,anger,neutral; neutral; ordinary; neutral,0.9490505456924438,0.8181818181818182,0.5542273342609405
qwen3_embedding_8b,en,person,anger,single_word,neutral_centroid,29,anger,neutral; ordinary; average; neutral,0.9820026755332947,1.0,0.5554323375225068
qwen3_embedding_8b,en,person,anger,single_word,neutral_centroid,30,anger,average; average; plain; ordinary,0.9818660020828247,1.0,0.5584664106369018
qwen3_embedding_8b,en,person,anger,feeling_phrase,neutral_centroid,1,feeling angry,neutral; plain; average; plain,0.9886098504066467,1.0,0.5090494483709336
qwen3_embedding_8b,en,person,anger,feeling_phrase,neutral_centroid,2,feeling angry,plain; average; average; ordinary,0.985168993473053,0.8181818181818182,0.510891517996788
qwen3_embedding_8b,en,person,anger,feeling_phrase,neutral_centroid,3,feeling angry,neutral; ordinary; ordinary; average,0.9889262318611145,0.6666666666666666,0.5071681439876556
qwen3_embedding_8b,en,person,anger,feeling_phrase,neutral_centroid,4,feeling angry,plain; ordinary; neutral; plain,0.9829301834106445,1.0,0.5089372336864472
qwen3_embedding_8b,en,person,anger,feeling_phrase,neutral_centroid,5,feeling angry,average; plain; plain; neutral,0.9886098504066467,1.0,0.5090494483709336
qwen3_embedding_8b,en,person,anger,feeling_phrase,neutral_centroid,6,feeling angry,neutral; plain; ordinary; average,1.0,1.0,0.5073321640491486
qwen3_embedding_8b,en,person,anger,feeling_phrase,neutral_centroid,7,feeling angry,average; average; ordinary; average,0.95319664478302,0.6666666666666666,0.5122237890958786
qwen3_embedding_8b,en,person,anger,feeling_phrase,neutral_centroid,8,feeling angry,ordinary; neutral; plain; ordinary,0.9855445027351379,0.8181818181818182,0.5078356921672821
qwen3_embedding_8b,en,person,anger,feeling_phrase,neutral_centroid,9,feeling angry,average; ordinary; average; plain,0.9851689338684082,0.8181818181818182,0.5108915150165558
qwen3_embedding_8b,en,person,anger,feeling_phrase,neutral_centroid,10,feeling angry,ordinary; average; average; plain,0.9851689338684082,0.8181818181818182,0.5108915150165558
qwen3_embedding_8b,en,person,anger,feeling_phrase,neutral_centroid,11,feeling angry,neutral; plain; ordinary; average,1.0,1.0,0.5073321640491486
qwen3_embedding_8b,en,person,anger,feeling_phrase,neutral_centroid,12,feeling angry,average; average; ordinary; average,0.95319664478302,0.6666666666666666,0.5122237890958786
qwen3_embedding_8b,en,person,anger,feeling_phrase,neutral_centroid,13,feeling angry,average; average; plain; ordinary,0.985168993473053,0.8181818181818182,0.510891517996788
qwen3_embedding_8b,en,person,anger,feeling_phrase,neutral_centroid,14,feeling angry,neutral; average; ordinary; neutral,0.9856479167938232,0.6666666666666666,0.5051376134157181
qwen3_embedding_8b,en,person,anger,feeling_phrase,neutral_centroid,15,feeling angry,neutral; average; average; plain,0.9850051999092102,0.8181818181818182,0.5082933723926544
qwen3_embedding_8b,en,person,anger,feeling_phrase,neutral_centroid,16,feeling angry,average; ordinary; plain; average,0.985168993473053,0.8181818181818182,0.510891517996788
qwen3_embedding_8b,en,person,anger,feeling_phrase,neutral_centroid,17,feeling angry,plain; average; neutral; average,0.9850051999092102,0.8181818181818182,0.5082933843135834
qwen3_embedding_8b,en,person,anger,feeling_phrase,neutral_centroid,18,feeling angry,average; average; plain; plain,0.9782554507255554,0.8181818181818182,0.512028506398201
qwen3_embedding_8b,en,person,anger,feeling_phrase,neutral_centroid,19,feeling angry,plain; average; plain; average,0.9782554507255554,0.8181818181818182,0.5120284348726273
qwen3_embedding_8b,en,person,anger,feeling_phrase,neutral_centroid,20,feeling angry,ordinary; average; plain; average,0.985168993473053,0.8181818181818182,0.510891517996788
qwen3_embedding_8b,en,person,anger,feeling_phrase,neutral_centroid,21,feeling angry,neutral; ordinary; neutral; average,0.9856479167938232,0.6666666666666666,0.5051376074552536
qwen3_embedding_8b,en,person,anger,feeling_phrase,neutral_centroid,22,feeling angry,average; average; average; neutral,0.9497694969177246,0.6666666666666666,0.5099544763565064
qwen3_embedding_8b,en,person,anger,feeling_phrase,neutral_centroid,23,feeling angry,neutral; neutral; plain; plain,0.9695789813995361,0.6666666666666666,0.5080423951148987
qwen3_embedding_8b,en,person,anger,feeling_phrase,neutral_centroid,24,feeling angry,ordinary; ordinary; average; neutral,0.9889262318611145,0.6666666666666666,0.5071681410074234
qwen3_embedding_8b,en,person,anger,feeling_phrase,neutral_centroid,25,feeling angry,plain; average; plain; ordinary,0.9862597584724426,0.8181818181818182,0.5117901653051377
qwen3_embedding_8b,en,person,anger,feeling_phrase,neutral_centroid,26,feeling angry,neutral; plain; ordinary; average,1.0,1.0,0.5073321640491486
qwen3_embedding_8b,en,person,anger,feeling_phrase,neutral_centroid,27,feeling angry,ordinary; average; plain; neutral,1.0000001192092896,1.0,0.5073321908712387
qwen3_embedding_8b,en,person,anger,feeling_phrase,neutral_centroid,28,feeling angry,average; average; neutral; ordinary,0.9827829599380493,0.8181818181818182,0.507543933391571
qwen3_embedding_8b,en,person,anger,feeling_phrase,neutral_centroid,29,feeling angry,plain; ordinary; ordinary; average,0.9849249124526978,0.8181818181818182,0.5110174804925919
qwen3_embedding_8b,en,person,anger,feeling_phrase,neutral_centroid,30,feeling angry,neutral; ordinary; ordinary; neutral,0.9781064391136169,0.8181818181818182,0.5052320837974549
qwen3_embedding_8b,en,person,anger,centroid_words,neutral_centroid,1,irritation; anger; irritation,plain; plain; ordinary; plain,0.8933143615722656,1.0,0.5547181129455566
qwen3_embedding_8b,en,person,anger,centroid_words,neutral_centroid,2,irritation; anger; anger,neutral; plain; neutral; average,0.9271345138549805,1.0,0.5670186877250671
qwen3_embedding_8b,en,person,anger,centroid_words,neutral_centroid,3,rage; rage; rage,neutral; average; average; neutral,0.7449358701705933,0.6666666666666666,0.5581551015377044
qwen3_embedding_8b,en,person,anger,centroid_words,neutral_centroid,4,irritation; rage; irritation,plain; average; ordinary; ordinary,0.941716194152832,1.0,0.5702388823032379
qwen3_embedding_8b,en,person,anger,centroid_words,neutral_centroid,5,anger; anger; anger,neutral; average; plain; ordinary,0.8988029360771179,1.0,0.557079428434372
qwen3_embedding_8b,en,person,anger,centroid_words,neutral_centroid,6,rage; anger; irritation,plain; average; plain; neutral,0.9824590086936951,1.0,0.5948952853679657
qwen3_embedding_8b,en,person,anger,centroid_words,neutral_centroid,7,rage; anger; rage,neutral; plain; average; plain,0.8988983631134033,0.8181818181818182,0.5910474300384522
qwen3_embedding_8b,en,person,anger,centroid_words,neutral_centroid,8,rage; rage; rage,neutral; average; ordinary; neutral,0.7726763486862183,0.6666666666666666,0.5578713595867157
qwen3_embedding_8b,en,person,anger,centroid_words,neutral_centroid,9,anger; rage; anger,average; average; plain; neutral,0.9361240863800049,0.8181818181818182,0.588785833120346
qwen3_embedding_8b,en,person,anger,centroid_words,neutral_centroid,10,anger; irritation; rage,average; neutral; average; plain,0.9769090414047241,1.0,0.5933377146720886
qwen3_embedding_8b,en,person,anger,centroid_words,neutral_centroid,11,irritation; irritation; irritation,plain; plain; neutral; average,0.845829427242279,0.6666666666666666,0.5126705825328827
qwen3_embedding_8b,en,person,anger,centroid_words,neutral_centroid,12,anger; rage; anger,average; neutral; plain; ordinary,0.95363450050354,1.0,0.5882624864578248
qwen3_embedding_8b,en,person,anger,centroid_words,neutral_centroid,13,rage; anger; rage,ordinary; ordinary; ordinary; average,0.874638557434082,0.8181818181818182,0.5863800942897797
qwen3_embedding_8b,en,person,anger,centroid_words,neutral_centroid,14,anger; anger; rage,ordinary; ordinary; neutral; plain,0.9299255609512329,1.0,0.5866322934627533
qwen3_embedding_8b,en,person,anger,centroid_words,neutral_centroid,15,anger; rage; anger,average; ordinary; plain; ordinary,0.9337001442909241,1.0,0.5872783541679383
qwen3_embedding_8b,en,person,anger,centroid_words,neutral_centroid,16,irritation; anger; irritation,ordinary; plain; plain; plain,0.8933143615722656,1.0,0.5547181129455566
qwen3_embedding_8b,en,person,anger,centroid_words,neutral_centroid,17,irritation; rage; irritation,neutral; neutral; neutral; average,0.8785690069198608,0.8181818181818182,0.5664037942886353
qwen3_embedding_8b,en,person,anger,centroid_words,neutral_centroid,18,irritation; anger; irritation,average; average; average; ordinary,0.8825448155403137,0.8181818181818182,0.5512111127376557
qwen3_embedding_8b,en,person,anger,centroid_words,neutral_centroid,19,rage; anger; anger,ordinary; average; ordinary; neutral,0.937608003616333,1.0,0.5863551139831543
qwen3_embedding_8b,en,person,anger,centroid_words,neutral_centroid,20,irritation; rage; rage,ordinary; ordinary; plain; average,0.9233928322792053,0.8181818181818182,0.5843849360942841
qwen3_embedding_8b,en,person,anger,centroid_words,neutral_centroid,21,anger; anger; irritation,neutral; plain; average; neutral,0.9271345138549805,1.0,0.5670186519622803
qwen3_embedding_8b,en,person,anger,centroid_words,neutral_centroid,22,anger; rage; irritation,average; average; average; neutral,0.9244211912155151,1.0,0.5906034111976624
qwen3_embedding_8b,en,person,anger,centroid_words,neutral_centroid,23,anger; anger; irritation,plain; ordinary; ordinary; average,0.9358900785446167,1.0,0.5675196051597595
qwen3_embedding_8b,en,person,anger,centroid_words,neutral_centroid,24,anger; rage; rage,plain; plain; ordinary; plain,0.8579493165016174,0.8181818181818182,0.5896406769752502
qwen3_embedding_8b,en,person,anger,centroid_words,neutral_centroid,25,anger; irritation; anger,plain; ordinary; neutral; ordinary,0.9322091341018677,1.0,0.5667874097824097
qwen3_embedding_8b,en,person,anger,centroid_words,neutral_centroid,26,anger; irritation; anger,neutral; ordinary; ordinary; neutral,0.9188275933265686,0.8181818181818182,0.565242612361908
qwen3_embedding_8b,en,person,anger,centroid_words,neutral_centroid,27,rage; irritation; rage,ordinary; plain; average; ordinary,0.9233928918838501,0.8181818181818182,0.5843849420547486
qwen3_embedding_8b,en,person,anger,centroid_words,neutral_centroid,28,anger; rage; irritation,neutral; plain; average; ordinary,1.0,1.0,0.5944505751132965
qwen3_embedding_8b,en,person,anger,centroid_words,neutral_centroid,29,rage; irritation; irritation,average; neutral; average; ordinary,0.9281703233718872,1.0,0.5669876515865326
qwen3_embedding_8b,en,person,anger,centroid_words,neutral_centroid,30,irritation; rage; irritation,average; plain; plain; plain,0.9136099815368652,1.0,0.5708928406238556
qwen3_embedding_8b,en,person,anger,centroid_phrases,neutral_centroid,1,feeling enraged; feeling angry; feeling angry,ordinary; plain; ordinary; plain,0.9496775269508362,0.8181818181818182,0.5177856087684631
qwen3_embedding_8b,en,person,anger,centroid_phrases,neutral_centroid,2,feeling enraged; feeling enraged; feeling angry,neutral; neutral; ordinary; plain,0.9638223052024841,0.8181818181818182,0.5118617743253708
qwen3_embedding_8b,en,person,anger,centroid_phrases,neutral_centroid,3,feeling enraged; feeling irritated; feeling enraged,plain; plain; ordinary; ordinary,0.9613686800003052,0.8181818181818182,0.5254634976387024
qwen3_embedding_8b,en,person,anger,centroid_phrases,neutral_centroid,4,feeling irritated; feeling irritated; feeling angry,plain; neutral; ordinary; average,0.9791598916053772,0.6666666666666666,0.5154393494129181
qwen3_embedding_8b,en,person,anger,centroid_phrases,neutral_centroid,5,feeling enraged; feeling angry; feeling irritated,plain; ordinary; plain; plain,0.9549847841262817,0.8181818181818182,0.5276533633470535
qwen3_embedding_8b,en,person,anger,centroid_phrases,neutral_centroid,6,feeling enraged; feeling irritated; feeling irritated,average; average; neutral; plain,0.965529203414917,0.8181818181818182,0.5164638131856918
qwen3_embedding_8b,en,person,anger,centroid_phrases,neutral_centroid,7,feeling angry; feeling enraged; feeling irritated,average; neutral; plain; neutral,0.9832571744918823,0.6666666666666666,0.519562941789627
qwen3_embedding_8b,en,person,anger,centroid_phrases,neutral_centroid,8,feeling angry; feeling angry; feeling irritated,neutral; average; average; average,0.9430425763130188,0.6666666666666666,0.5195722788572311
qwen3_embedding_8b,en,person,anger,centroid_phrases,neutral_centroid,9,feeling irritated; feeling irritated; feeling angry,ordinary; neutral; plain; average,0.9791598916053772,0.6666666666666666,0.5154393464326859
qwen3_embedding_8b,en,person,anger,centroid_phrases,neutral_centroid,10,feeling angry; feeling angry; feeling irritated,neutral; plain; average; neutral,0.9772318005561829,0.6666666666666666,0.5169356614351273
qwen3_embedding_8b,en,person,anger,centroid_phrases,neutral_centroid,11,feeling enraged; feeling angry; feeling angry,neutral; average; plain; ordinary,0.982640266418457,0.8181818181818182,0.5120533794164658
qwen3_embedding_8b,en,person,anger,centroid_phrases,neutral_centroid,12,feeling enraged; feeling enraged; feeling enraged,neutral; neutral; ordinary; average,0.9519767761230469,0.8181818181818182,0.5062388628721237
qwen3_embedding_8b,en,person,anger,centroid_phrases,neutral_centroid,13,feeling enraged; feeling angry; feeling irritated,plain; plain; ordinary; average,0.9858038425445557,0.8181818181818182,0.5252848148345948
qwen3_embedding_8b,en,person,anger,centroid_phrases,neutral_centroid,14,feeling enraged; feeling irritated; feeling angry,average; average; ordinary; neutral,0.9822495579719543,0.8181818181818182,0.5205542951822281
qwen3_embedding_8b,en,person,anger,centroid_phrases,neutral_centroid,15,feeling angry; feeling angry; feeling irritated,plain; average; average; average,0.9517031908035278,0.8181818181818182,0.521627452969551
qwen3_embedding_8b,en,person,anger,centroid_phrases,neutral_centroid,16,feeling enraged; feeling enraged; feeling angry,average; neutral; plain; plain,0.9686409831047058,0.8181818181818182,0.5151049703359604
qwen3_embedding_8b,en,person,anger,centroid_phrases,neutral_centroid,17,feeling angry; feeling enraged; feeling enraged,average; plain; ordinary; neutral,0.9801880121231079,0.8181818181818182,0.5129882007837295
qwen3_embedding_8b,en,person,anger,centroid_phrases,neutral_centroid,18,feeling irritated; feeling irritated; feeling enraged,neutral; ordinary; ordinary; plain,0.9685434699058533,0.6666666666666666,0.518651756644249
qwen3_embedding_8b,en,person,anger,centroid_phrases,neutral_centroid,19,feeling irritated; feeling enraged; feeling irritated,plain; plain; ordinary; neutral,0.9654743075370789,0.6666666666666666,0.518859115242958
qwen3_embedding_8b,en,person,anger,centroid_phrases,neutral_centroid,20,feeling enraged; feeling angry; feeling enraged,average; average; plain; neutral,0.9658975005149841,0.8181818181818182,0.5135766506195069
qwen3_embedding_8b,en,person,anger,centroid_phrases,neutral_centroid,21,feeling enraged; feeling irritated; feeling enraged,neutral; average; average; plain,0.9780078530311584,0.8181818181818182,0.5199240982532501
qwen3_embedding_8b,en,person,anger,centroid_phrases,neutral_centroid,22,feeling angry; feeling angry; feeling enraged,plain; average; neutral; ordinary,0.982640266418457,0.8181818181818182,0.5120533317327499
qwen3_embedding_8b,en,person,anger,centroid_phrases,neutral_centroid,23,feeling enraged; feeling irritated; feeling irritated,average; average; average; neutral,0.9299258589744568,0.8181818181818182,0.5170610696077347
qwen3_embedding_8b,en,person,anger,centroid_phrases,neutral_centroid,24,feeling irritated; feeling enraged; feeling enraged,plain; neutral; plain; plain,0.9527678489685059,0.6666666666666666,0.5247065395116806
qwen3_embedding_8b,en,person,anger,centroid_phrases,neutral_centroid,25,feeling irritated; feeling enraged; feeling irritated,neutral; average; plain; ordinary,0.9817784428596497,0.6666666666666666,0.5166673868894577
qwen3_embedding_8b,en,person,anger,centroid_phrases,neutral_centroid,26,feeling enraged; feeling enraged; feeling enraged,ordinary; ordinary; plain; average,0.9542728066444397,0.8181818181818182,0.5120970278978347
qwen3_embedding_8b,en,person,anger,centroid_phrases,neutral_centroid,27,feeling angry; feeling enraged; feeling enraged,plain; plain; ordinary; ordinary,0.9483083486557007,0.8181818181818182,0.5182331591844559
qwen3_embedding_8b,en,person,anger,centroid_phrases,neutral_centroid,28,feeling angry; feeling angry; feeling irritated,neutral; plain; ordinary; plain,0.9758214354515076,0.8181818181818182,0.5192169815301895
qwen3_embedding_8b,en,person,anger,centroid_phrases,neutral_centroid,29,feeling angry; feeling irritated; feeling irritated,neutral; plain; ordinary; ordinary,0.9654830694198608,0.6666666666666666,0.516987943649292
qwen3_embedding_8b,en,person,anger,centroid_phrases,neutral_centroid,30,feeling enraged; feeling enraged; feeling enraged,average; plain; average; plain,0.9470115303993225,0.8181818181818182,0.5140911638736725
qwen3_embedding_8b,en,object,sadness,single_word,neutral_centroid,1,sadness,neutral; ordinary; ordinary; ordinary,0.9582551717758179,0.8181818181818182,0.532243287563324
qwen3_embedding_8b,en,object,sadness,single_word,neutral_centroid,2,sadness,neutral; average; average; plain,0.9808748960494995,0.8181818181818182,0.5246476411819458
qwen3_embedding_8b,en,object,sadness,single_word,neutral_centroid,3,sadness,ordinary; ordinary; plain; neutral,0.9810079336166382,0.8181818181818182,0.5287295877933502
qwen3_embedding_8b,en,object,sadness,single_word,neutral_centroid,4,sadness,ordinary; plain; plain; neutral,0.9775546193122864,0.8181818181818182,0.5247619330883027
qwen3_embedding_8b,en,object,sadness,single_word,neutral_centroid,5,sadness,neutral; average; average; plain,0.9808748960494995,0.8181818181818182,0.5246476411819458
qwen3_embedding_8b,en,object,sadness,single_word,neutral_centroid,6,sadness,plain; average; average; neutral,0.9808748960494995,0.8181818181818182,0.5246476590633392
qwen3_embedding_8b,en,object,sadness,single_word,neutral_centroid,7,sadness,plain; neutral; neutral; plain,0.9600821733474731,1.0,0.5249144613742829
qwen3_embedding_8b,en,object,sadness,single_word,neutral_centroid,8,sadness,ordinary; average; ordinary; ordinary,0.9547793865203857,0.8181818181818182,0.5306984007358551
qwen3_embedding_8b,en,object,sadness,single_word,neutral_centroid,9,sadness,neutral; average; neutral; ordinary,0.9813706874847412,1.0,0.530910873413086
qwen3_embedding_8b,en,object,sadness,single_word,neutral_centroid,10,sadness,average; neutral; average; average,0.9382737278938293,0.8181818181818182,0.5269650161266327
qwen3_embedding_8b,en,object,sadness,single_word,neutral_centroid,11,sadness,average; ordinary; average; neutral,0.9783471822738647,1.0,0.5282305896282196
qwen3_embedding_8b,en,object,sadness,single_word,neutral_centroid,12,sadness,plain; average; average; average,0.949012041091919,0.8181818181818182,0.5234216272830963
qwen3_embedding_8b,en,object,sadness,single_word,neutral_centroid,13,sadness,neutral; plain; neutral; neutral,0.9392902851104736,1.0,0.5291626274585723
qwen3_embedding_8b,en,object,sadness,single_word,neutral_centroid,14,sadness,average; neutral; ordinary; plain,0.9999998807907104,1.0,0.5265075981616973
qwen3_embedding_8b,en,object,sadness,single_word,neutral_centroid,15,sadness,neutral; neutral; ordinary; ordinary,0.9713559746742249,1.0,0.5325544714927674
qwen3_embedding_8b,en,object,sadness,single_word,neutral_centroid,16,sadness,average; average; ordinary; neutral,0.9783471822738647,1.0,0.5282305896282196
qwen3_embedding_8b,en,object,sadness,single_word,neutral_centroid,17,sadness,ordinary; neutral; average; ordinary,0.9857988357543945,0.8181818181818182,0.5302214980125427
qwen3_embedding_8b,en,object,sadness,single_word,neutral_centroid,18,sadness,plain; ordinary; plain; plain,0.9433727860450745,0.6666666666666666,0.5222483575344086
qwen3_embedding_8b,en,object,sadness,single_word,neutral_centroid,19,sadness,plain; average; neutral; neutral,0.9789094924926758,1.0,0.5271038353443146
qwen3_embedding_8b,en,object,sadness,single_word,neutral_centroid,20,sadness,plain; plain; neutral; ordinary,0.9775546193122864,0.8181818181818182,0.5247619390487671
qwen3_embedding_8b,en,object,sadness,single_word,neutral_centroid,21,sadness,ordinary; plain; neutral; ordinary,0.9810079336166382,0.8181818181818182,0.5287295877933502
qwen3_embedding_8b,en,object,sadness,single_word,neutral_centroid,22,sadness,average; ordinary; neutral; plain,1.0,1.0,0.5265076816082
qwen3_embedding_8b,en,object,sadness,single_word,neutral_centroid,23,sadness,ordinary; neutral; plain; ordinary,0.9810079336166382,0.8181818181818182,0.5287295877933502
qwen3_embedding_8b,en,object,sadness,single_word,neutral_centroid,24,sadness,neutral; neutral; ordinary; average,0.9813706874847412,1.0,0.5309108674526215
qwen3_embedding_8b,en,object,sadness,single_word,neutral_centroid,25,sadness,ordinary; plain; average; ordinary,0.9807916879653931,0.8181818181818182,0.5270400702953338
qwen3_embedding_8b,en,object,sadness,single_word,neutral_centroid,26,sadness,average; plain; average; neutral,0.9808748960494995,0.8181818181818182,0.5246476590633392
qwen3_embedding_8b,en,object,sadness,single_word,neutral_centroid,27,sadness,plain; average; average; plain,0.9725608229637146,0.8181818181818182,0.5211584210395813
qwen3_embedding_8b,en,object,sadness,single_word,neutral_centroid,28,sadness,ordinary; ordinary; plain; ordinary,0.9473164677619934,0.8181818181818182,0.5291574120521545
qwen3_embedding_8b,en,object,sadness,single_word,neutral_centroid,29,sadness,average; neutral; neutral; ordinary,0.9813706874847412,1.0,0.530910873413086
qwen3_embedding_8b,en,object,sadness,single_word,neutral_centroid,30,sadness,ordinary; neutral; ordinary; plain,0.9810079336166382,0.8181818181818182,0.5287295877933502
qwen3_embedding_8b,en,object,sadness,feeling_phrase,neutral_centroid,1,feeling sad,neutral; ordinary; plain; ordinary,0.9833863973617554,0.8181818181818182,0.4924327462911606
qwen3_embedding_8b,en,object,sadness,feeling_phrase,neutral_centroid,2,feeling sad,plain; plain; neutral; plain,0.9538546800613403,0.6666666666666666,0.4872008591890335
qwen3_embedding_8b,en,object,sadness,feeling_phrase,neutral_centroid,3,feeling sad,ordinary; neutral; neutral; plain,0.9826144576072693,0.8181818181818182,0.49099716246128083
qwen3_embedding_8b,en,object,sadness,feeling_phrase,neutral_centroid,4,feeling sad,neutral; average; neutral; average,0.9613001942634583,0.8181818181818182,0.49341697096824644
qwen3_embedding_8b,en,object,sadness,feeling_phrase,neutral_centroid,5,feeling sad,neutral; ordinary; plain; average,1.0,1.0,0.490883132815361
qwen3_embedding_8b,en,object,sadness,feeling_phrase,neutral_centroid,6,feeling sad,ordinary; average; neutral; neutral,0.9839909076690674,1.0,0.49361916780471804
qwen3_embedding_8b,en,object,sadness,feeling_phrase,neutral_centroid,7,feeling sad,neutral; neutral; plain; plain,0.9655746221542358,0.8181818181818182,0.4881699800491333
qwen3_embedding_8b,en,object,sadness,feeling_phrase,neutral_centroid,8,feeling sad,plain; ordinary; neutral; ordinary,0.9833863973617554,0.8181818181818182,0.492432689666748
qwen3_embedding_8b,en,object,sadness,feeling_phrase,neutral_centroid,9,feeling sad,average; plain; plain; neutral,0.9870924353599548,0.8181818181818182,0.48786579072475433
qwen3_embedding_8b,en,object,sadness,feeling_phrase,neutral_centroid,10,feeling sad,plain; neutral; plain; plain,0.9538547396659851,0.6666666666666666,0.4872008591890335
qwen3_embedding_8b,en,object,sadness,feeling_phrase,neutral_centroid,11,feeling sad,plain; average; neutral; ordinary,1.0,1.0,0.49088314473628997
qwen3_embedding_8b,en,object,sadness,feeling_phrase,neutral_centroid,12,feeling sad,neutral; ordinary; average; plain,1.0000001192092896,1.0,0.4908831357955933
qwen3_embedding_8b,en,object,sadness,feeling_phrase,neutral_centroid,13,feeling sad,ordinary; ordinary; ordinary; average,0.9588627815246582,0.8181818181818182,0.4985777884721756
qwen3_embedding_8b,en,object,sadness,feeling_phrase,neutral_centroid,14,feeling sad,ordinary; ordinary; neutral; plain,0.9833863973617554,0.8181818181818182,0.4924327403306961
qwen3_embedding_8b,en,object,sadness,feeling_phrase,neutral_centroid,15,feeling sad,neutral; neutral; ordinary; ordinary,0.9753153324127197,1.0,0.4947879105806351
qwen3_embedding_8b,en,object,sadness,feeling_phrase,neutral_centroid,16,feeling sad,plain; plain; ordinary; neutral,0.9804301261901855,0.8181818181818182,0.4892948538064957
qwen3_embedding_8b,en,object,sadness,feeling_phrase,neutral_centroid,17,feeling sad,average; neutral; ordinary; neutral,0.9839909076690674,1.0,0.49361916780471804
qwen3_embedding_8b,en,object,sadness,feeling_phrase,neutral_centroid,18,feeling sad,neutral; neutral; ordinary; average,0.9839909076690674,1.0,0.49361916780471804
qwen3_embedding_8b,en,object,sadness,feeling_phrase,neutral_centroid,19,feeling sad,average; average; plain; plain,0.9754419922828674,0.6666666666666666,0.48925262689590454
qwen3_embedding_8b,en,object,sadness,feeling_phrase,neutral_centroid,20,feeling sad,average; plain; plain; plain,0.9619424343109131,0.5384615384615384,0.48780564963817596
qwen3_embedding_8b,en,object,sadness,feeling_phrase,neutral_centroid,21,feeling sad,neutral; average; average; average,0.9455583095550537,1.0,0.49471238553524016
qwen3_embedding_8b,en,object,sadness,feeling_phrase,neutral_centroid,22,feeling sad,neutral; ordinary; plain; average,1.0,1.0,0.490883132815361
qwen3_embedding_8b,en,object,sadness,feeling_phrase,neutral_centroid,23,feeling sad,neutral; ordinary; plain; neutral,0.9826144576072693,0.8181818181818182,0.4909971684217453
qwen3_embedding_8b,en,object,sadness,feeling_phrase,neutral_centroid,24,feeling sad,ordinary; plain; ordinary; neutral,0.9833863973617554,0.8181818181818182,0.49243269562721254
qwen3_embedding_8b,en,object,sadness,feeling_phrase,neutral_centroid,25,feeling sad,average; average; average; neutral,0.9455583095550537,1.0,0.4947123885154724
qwen3_embedding_8b,en,object,sadness,feeling_phrase,neutral_centroid,26,feeling sad,ordinary; neutral; plain; average,1.0,1.0,0.490883132815361
qwen3_embedding_8b,en,object,sadness,feeling_phrase,neutral_centroid,27,feeling sad,plain; average; ordinary; plain,0.9841427206993103,0.5384615384615384,0.48990774154663086
qwen3_embedding_8b,en,object,sadness,feeling_phrase,neutral_centroid,28,feeling sad,neutral; plain; average; average,0.9833147525787354,1.0,0.49039334058761597
qwen3_embedding_8b,en,object,sadness,feeling_phrase,neutral_centroid,29,feeling sad,plain; average; neutral; neutral,0.9818161725997925,0.8181818181818182,0.49006251990795135
