model,language,category,emotion,emotion_strategy,neutral_strategy,bootstrap_iteration,sampled_emotion_terms,sampled_neutral_terms,direction_cosine_to_reference,top_k_jaccard_to_reference,average_similarity_top_k
gemini,en,food,sadness,centroid_phrases,neutral_centroid,1,feeling gloomy; feeling sorrowful; feeling sad,neutral; neutral; neutral; average,0.8785709142684937,0.6666666666666666,0.5267455011606217
qwen3_embedding_8b,en,object,anger,centroid_phrases,neutral_centroid,26,feeling angry; feeling angry; feeling enraged,neutral; plain; ordinary; average,0.982640266418457,1.0,0.4609107971191406
qwen3_embedding_8b,en,object,anger,centroid_phrases,neutral_centroid,27,feeling enraged; feeling irritated; feeling irritated,ordinary; ordinary; plain; plain,0.9507307410240173,0.8181818181818182,0.4650209367275238
qwen3_embedding_8b,en,object,anger,centroid_phrases,neutral_centroid,28,feeling angry; feeling angry; feeling angry,plain; ordinary; plain; plain,0.9301050305366516,0.8181818181818182,0.45576485991477966
qwen3_embedding_8b,en,object,anger,centroid_phrases,neutral_centroid,29,feeling angry; feeling angry; feeling enraged,plain; average; neutral; ordinary,0.982640266418457,1.0,0.4609107941389084
qwen3_embedding_8b,en,object,anger,centroid_phrases,neutral_centroid,30,feeling irritated; feeling enraged; feeling enraged,average; ordinary; ordinary; plain,0.9791386127471924,0.6666666666666666,0.4691910296678543
qwen3_embedding_8b,en,object,anger,centroid_phrases,neutral_centroid,31,feeling enraged; feeling irritated; feeling enraged,ordinary; ordinary; neutral; average,0.9828035831451416,0.6666666666666666,0.4711486309766769
qwen3_embedding_8b,en,object,anger,centroid_phrases,neutral_centroid,32,feeling angry; feeling irritated; feeling angry,neutral; ordinary; neutral; average,0.9790435433387756,0.8181818181818182,0.4708320826292038
qwen3_embedding_8b,en,object,anger,centroid_phrases,neutral_centroid,33,feeling angry; feeling enraged; feeling irritated,neutral; average; average; average,0.9483684301376343,0.6666666666666666,0.47704305350780485
qwen3_embedding_8b,en,object,anger,centroid_phrases,neutral_centroid,34,feeling irritated; feeling enraged; feeling enraged,plain; ordinary; plain; plain,0.9501575827598572,0.8181818181818182,0.46567119657993317
qwen3_embedding_8b,en,object,anger,centroid_phrases,neutral_centroid,35,feeling enraged; feeling enraged; feeling enraged,average; average; ordinary; neutral,0.9509845972061157,0.8181818181818182,0.46045294106006623
qwen3_embedding_8b,en,object,anger,centroid_phrases,neutral_centroid,36,feeling angry; feeling angry; feeling angry,ordinary; ordinary; average; ordinary,0.9389806389808655,0.5384615384615384,0.46554926335811614
qwen3_embedding_8b,en,object,anger,centroid_phrases,neutral_centroid,37,feeling angry; feeling angry; feeling angry,neutral; plain; ordinary; neutral,0.9570217132568359,0.8181818181818182,0.4576673537492752
qwen3_embedding_8b,en,object,anger,centroid_phrases,neutral_centroid,38,feeling enraged; feeling irritated; feeling angry,plain; neutral; ordinary; neutral,0.9841042757034302,1.0,0.46956625282764436
qwen3_embedding_8b,en,object,anger,centroid_phrases,neutral_centroid,39,feeling irritated; feeling angry; feeling irritated,ordinary; plain; average; neutral,0.9791597723960876,0.8181818181818182,0.4631661295890808
qwen3_embedding_8b,en,object,anger,centroid_phrases,neutral_centroid,40,feeling angry; feeling enraged; feeling angry,ordinary; ordinary; plain; average,0.9681622385978699,0.6666666666666666,0.4632049143314362
qwen3_embedding_8b,en,object,anger,centroid_phrases,neutral_centroid,41,feeling enraged; feeling angry; feeling enraged,average; average; neutral; neutral,0.9454312324523926,0.8181818181818182,0.4666953504085541
qwen3_embedding_8b,en,object,anger,centroid_phrases,neutral_centroid,42,feeling enraged; feeling angry; feeling irritated,plain; neutral; average; neutral,0.9832571744918823,0.8181818181818182,0.46994097232818605
qwen3_embedding_8b,en,object,anger,centroid_phrases,neutral_centroid,43,feeling angry; feeling irritated; feeling angry,ordinary; plain; plain; plain,0.9486168026924133,0.8181818181818182,0.4651475727558136
qwen3_embedding_8b,en,object,anger,centroid_phrases,neutral_centroid,44,feeling irritated; feeling angry; feeling irritated,plain; neutral; neutral; average,0.9621296525001526,0.8181818181818182,0.4634738951921463
qwen3_embedding_8b,en,object,anger,centroid_phrases,neutral_centroid,45,feeling irritated; feeling angry; feeling angry,average; average; plain; average,0.9517031908035278,0.6666666666666666,0.47205019295215606
qwen3_embedding_8b,en,object,anger,centroid_phrases,neutral_centroid,46,feeling enraged; feeling irritated; feeling enraged,plain; neutral; plain; ordinary,0.9766303896903992,0.8181818181818182,0.4649979084730148
qwen3_embedding_8b,en,object,anger,centroid_phrases,neutral_centroid,47,feeling angry; feeling angry; feeling enraged,ordinary; ordinary; average; ordinary,0.9475588202476501,0.5384615384615384,0.46893300116062164
qwen3_embedding_8b,en,object,anger,centroid_phrases,neutral_centroid,48,feeling irritated; feeling angry; feeling enraged,average; average; ordinary; average,0.9519506096839905,0.6666666666666666,0.47786482870578767
qwen3_embedding_8b,en,object,anger,centroid_phrases,neutral_centroid,49,feeling angry; feeling angry; feeling irritated,plain; ordinary; plain; average,0.9795131683349609,0.8181818181818182,0.46588475704193116
qwen3_embedding_8b,en,object,anger,centroid_phrases,neutral_centroid,50,feeling angry; feeling irritated; feeling angry,ordinary; neutral; average; plain,0.993698239326477,1.0,0.4667955309152603
qwen3_embedding_8b,en,object,anger,centroid_phrases,neutral_centroid,51,feeling angry; feeling irritated; feeling enraged,ordinary; average; ordinary; average,0.9705472588539124,0.6666666666666666,0.4758612483739853
qwen3_embedding_8b,en,object,anger,centroid_phrases,neutral_centroid,52,feeling angry; feeling angry; feeling angry,ordinary; average; neutral; average,0.9581336379051208,0.6666666666666666,0.46335904598236083
qwen3_embedding_8b,en,object,anger,centroid_phrases,neutral_centroid,53,feeling enraged; feeling enraged; feeling irritated,average; average; ordinary; plain,0.9789167046546936,0.6666666666666666,0.46973658800125123
qwen3_embedding_8b,en,object,anger,centroid_phrases,neutral_centroid,54,feeling angry; feeling irritated; feeling enraged,neutral; plain; ordinary; plain,0.982323944568634,1.0,0.4671771913766861
qwen3_embedding_8b,en,object,anger,centroid_phrases,neutral_centroid,55,feeling angry; feeling enraged; feeling irritated,neutral; plain; average; plain,0.9882227182388306,0.8181818181818182,0.46715215146541594
qwen3_embedding_8b,en,object,anger,centroid_phrases,neutral_centroid,56,feeling irritated; feeling enraged; feeling enraged,neutral; neutral; neutral; average,0.9441991448402405,0.8181818181818182,0.4727326899766922
qwen3_embedding_8b,en,object,anger,centroid_phrases,neutral_centroid,57,feeling irritated; feeling angry; feeling angry,neutral; average; ordinary; plain,0.993698239326477,1.0,0.4667955309152603
qwen3_embedding_8b,en,object,anger,centroid_phrases,neutral_centroid,58,feeling angry; feeling enraged; feeling enraged,neutral; neutral; average; ordinary,0.9655776023864746,0.8181818181818182,0.46397009789943694
qwen3_embedding_8b,en,object,anger,centroid_phrases,neutral_centroid,59,feeling irritated; feeling irritated; feeling irritated,average; plain; ordinary; neutral,0.9330857396125793,0.8181818181818182,0.4464809834957123
qwen3_embedding_8b,en,object,anger,centroid_phrases,neutral_centroid,60,feeling irritated; feeling angry; feeling angry,average; plain; neutral; plain,0.982075035572052,0.8181818181818182,0.4647521644830704
qwen3_embedding_8b,en,object,anger,centroid_phrases,neutral_centroid,61,feeling angry; feeling enraged; feeling enraged,neutral; ordinary; ordinary; average,0.9697611927986145,0.6666666666666666,0.46434725224971773
qwen3_embedding_8b,en,object,anger,centroid_phrases,neutral_centroid,62,feeling angry; feeling angry; feeling enraged,ordinary; ordinary; plain; average,0.9681622385978699,0.6666666666666666,0.4632049143314362
qwen3_embedding_8b,en,object,anger,centroid_phrases,neutral_centroid,63,feeling enraged; feeling enraged; feeling irritated,average; ordinary; neutral; average,0.976089358329773,0.8181818181818182,0.4719164341688156
qwen3_embedding_8b,en,object,anger,centroid_phrases,neutral_centroid,64,feeling enraged; feeling enraged; feeling irritated,average; ordinary; plain; average,0.9789167046546936,0.6666666666666666,0.4697365939617157
qwen3_embedding_8b,en,object,anger,centroid_phrases,neutral_centroid,65,feeling angry; feeling irritated; feeling enraged,neutral; ordinary; neutral; neutral,0.9580327868461609,0.8181818181818182,0.47399999499320983
qwen3_embedding_8b,en,object,anger,centroid_phrases,neutral_centroid,66,feeling angry; feeling enraged; feeling enraged,neutral; ordinary; ordinary; neutral,0.957848072052002,0.8181818181818182,0.4637580871582031
qwen3_embedding_8b,en,object,anger,centroid_phrases,neutral_centroid,67,feeling irritated; feeling irritated; feeling enraged,neutral; plain; neutral; average,0.9644457101821899,1.0,0.46436632573604586
qwen3_embedding_8b,en,object,anger,centroid_phrases,neutral_centroid,68,feeling irritated; feeling enraged; feeling enraged,average; plain; ordinary; neutral,0.9937134385108948,0.8181818181818182,0.46710424721240995
qwen3_embedding_8b,en,object,anger,centroid_phrases,neutral_centroid,69,feeling enraged; feeling enraged; feeling angry,neutral; plain; average; neutral,0.9633620977401733,0.8181818181818182,0.46112612187862395
qwen3_embedding_8b,en,object,anger,centroid_phrases,neutral_centroid,70,feeling angry; feeling angry; feeling angry,ordinary; average; neutral; plain,0.9736374020576477,1.0,0.4573399782180786
qwen3_embedding_8b,en,object,anger,centroid_phrases,neutral_centroid,71,feeling enraged; feeling enraged; feeling enraged,ordinary; plain; average; average,0.9543224573135376,0.6666666666666666,0.45819714665412903
qwen3_embedding_8b,en,object,anger,centroid_phrases,neutral_centroid,72,feeling enraged; feeling irritated; feeling angry,plain; average; ordinary; neutral,1.0,1.0,0.4692446291446686
qwen3_embedding_8b,en,object,anger,centroid_phrases,neutral_centroid,73,feeling irritated; feeling irritated; feeling enraged,average; neutral; ordinary; neutral,0.9667767286300659,0.8181818181818182,0.46749973893165586
qwen3_embedding_8b,en,object,anger,centroid_phrases,neutral_centroid,74,feeling enraged; feeling angry; feeling angry,plain; plain; neutral; plain,0.9415597915649414,1.0,0.4578798860311508
qwen3_embedding_8b,en,object,anger,centroid_phrases,neutral_centroid,75,feeling irritated; feeling enraged; feeling angry,ordinary; plain; average; average,0.9847275018692017,0.6666666666666666,0.4717206984758377
qwen3_embedding_8b,en,object,anger,centroid_phrases,neutral_centroid,76,feeling irritated; feeling irritated; feeling irritated,average; ordinary; neutral; plain,0.9330857396125793,0.8181818181818182,0.44648098647594453
qwen3_embedding_8b,en,object,anger,centroid_phrases,neutral_centroid,77,feeling irritated; feeling irritated; feeling angry,neutral; average; neutral; ordinary,0.9643184542655945,0.8181818181818182,0.4669663369655609
qwen3_embedding_8b,en,object,anger,centroid_phrases,neutral_centroid,78,feeling irritated; feeling enraged; feeling enraged,ordinary; plain; neutral; neutral,0.9779685735702515,1.0,0.46721859872341154
qwen3_embedding_8b,en,object,anger,centroid_phrases,neutral_centroid,79,feeling irritated; feeling angry; feeling irritated,plain; ordinary; plain; plain,0.9364007115364075,0.8181818181818182,0.4620373249053955
qwen3_embedding_8b,en,object,anger,centroid_phrases,neutral_centroid,80,feeling enraged; feeling enraged; feeling angry,plain; plain; ordinary; plain,0.9373764395713806,0.6666666666666666,0.45873046219348906
qwen3_embedding_8b,en,object,anger,centroid_phrases,neutral_centroid,81,feeling irritated; feeling angry; feeling enraged,ordinary; neutral; plain; ordinary,0.9850229620933533,0.8181818181818182,0.4701158612966537
qwen3_embedding_8b,en,object,anger,centroid_phrases,neutral_centroid,82,feeling angry; feeling enraged; feeling irritated,plain; ordinary; ordinary; average,0.9844286441802979,0.6666666666666666,0.4712950050830841
qwen3_embedding_8b,en,object,anger,centroid_phrases,neutral_centroid,83,feeling irritated; feeling irritated; feeling irritated,ordinary; plain; plain; ordinary,0.9067891836166382,0.8181818181818182,0.4482741504907608
qwen3_embedding_8b,en,object,anger,centroid_phrases,neutral_centroid,84,feeling irritated; feeling irritated; feeling enraged,neutral; neutral; plain; plain,0.9510170221328735,1.0,0.4624363720417023
qwen3_embedding_8b,en,object,anger,centroid_phrases,neutral_centroid,85,feeling angry; feeling enraged; feeling irritated,neutral; plain; neutral; plain,0.9685198664665222,1.0,0.4675817310810089
qwen3_embedding_8b,en,object,anger,centroid_phrases,neutral_centroid,86,feeling irritated; feeling angry; feeling enraged,plain; plain; neutral; ordinary,0.9823240637779236,1.0,0.46717719435691835
qwen3_embedding_8b,en,object,anger,centroid_phrases,neutral_centroid,87,feeling enraged; feeling enraged; feeling irritated,neutral; plain; neutral; plain,0.9623993635177612,1.0,0.46526498794555665
qwen3_embedding_8b,en,object,anger,centroid_phrases,neutral_centroid,88,feeling angry; feeling irritated; feeling angry,plain; ordinary; ordinary; plain,0.959610641002655,0.6666666666666666,0.4673206329345703
qwen3_embedding_8b,en,object,anger,centroid_phrases,neutral_centroid,89,feeling angry; feeling enraged; feeling angry,neutral; average; plain; neutral,0.9661521315574646,0.8181818181818182,0.46241715252399446
qwen3_embedding_8b,en,object,anger,centroid_phrases,neutral_centroid,90,feeling irritated; feeling irritated; feeling angry,neutral; plain; average; ordinary,0.9791598916053772,0.8181818181818182,0.4631661236286163
qwen3_embedding_8b,en,object,anger,centroid_phrases,neutral_centroid,91,feeling irritated; feeling irritated; feeling enraged,average; plain; plain; ordinary,0.9686703681945801,0.8181818181818182,0.46358574628829957
qwen3_embedding_8b,en,object,anger,centroid_phrases,neutral_centroid,92,feeling enraged; feeling angry; feeling angry,plain; ordinary; average; plain,0.9693121910095215,0.8181818181818182,0.4599656879901886
qwen3_embedding_8b,en,object,anger,centroid_phrases,neutral_centroid,93,feeling enraged; feeling irritated; feeling angry,plain; ordinary; average; plain,0.9858039021492004,0.8181818181818182,0.4683454751968384
qwen3_embedding_8b,en,object,anger,centroid_phrases,neutral_centroid,94,feeling angry; feeling irritated; feeling irritated,average; average; ordinary; ordinary,0.9508988261222839,0.6666666666666666,0.46986225843429563
qwen3_embedding_8b,en,object,anger,centroid_phrases,neutral_centroid,95,feeling angry; feeling enraged; feeling irritated,average; ordinary; ordinary; average,0.9705472588539124,0.6666666666666666,0.4758612483739853
qwen3_embedding_8b,en,object,anger,centroid_phrases,neutral_centroid,96,feeling irritated; feeling angry; feeling irritated,neutral; ordinary; average; average,0.9614667296409607,0.6666666666666666,0.4681392669677734
qwen3_embedding_8b,en,object,anger,centroid_phrases,neutral_centroid,97,feeling irritated; feeling irritated; feeling enraged,plain; average; neutral; plain,0.9699074625968933,0.8181818181818182,0.4621644735336304
qwen3_embedding_8b,en,object,anger,centroid_phrases,neutral_centroid,98,feeling angry; feeling enraged; feeling irritated,ordinary; neutral; average; neutral,0.985160231590271,0.8181818181818182,0.4729066789150238
qwen3_embedding_8b,en,object,anger,centroid_phrases,neutral_centroid,99,feeling enraged; feeling angry; feeling enraged,plain; neutral; neutral; average,0.9633620977401733,0.8181818181818182,0.46112615466117857
qwen3_embedding_8b,en,object,anger,centroid_phrases,neutral_centroid,100,feeling angry; feeling irritated; feeling irritated,neutral; average; plain; neutral,0.9621296525001526,0.8181818181818182,0.463473904132843
qwen3_embedding_8b,en,place,sadness,centroid_phrases,neutral_centroid,1,feeling sad; feeling sad; feeling sorrowful,plain; average; plain; average,0.9606807231903076,0.8181818181818182,0.5474658012390137
qwen3_embedding_8b,en,place,sadness,centroid_phrases,neutral_centroid,2,feeling sad; feeling gloomy; feeling sorrowful,plain; neutral; ordinary; average,1.0,1.0,0.551806527376175
qwen3_embedding_8b,en,place,sadness,centroid_phrases,neutral_centroid,3,feeling gloomy; feeling gloomy; feeling gloomy,neutral; plain; neutral; ordinary,0.9173042178153992,0.8181818181818182,0.5349170923233032
qwen3_embedding_8b,en,place,sadness,centroid_phrases,neutral_centroid,4,feeling sad; feeling sad; feeling gloomy,plain; plain; ordinary; neutral,0.9680175185203552,0.8181818181818182,0.5492840111255646
qwen3_embedding_8b,en,place,sadness,centroid_phrases,neutral_centroid,5,feeling sad; feeling sorrowful; feeling sad,neutral; neutral; ordinary; average,0.9674240350723267,0.8181818181818182,0.5423182308673858
qwen3_embedding_8b,en,place,sadness,centroid_phrases,neutral_centroid,6,feeling gloomy; feeling gloomy; feeling gloomy,plain; neutral; average; ordinary,0.9361329078674316,0.8181818181818182,0.5347425043582916
qwen3_embedding_8b,en,place,sadness,centroid_phrases,neutral_centroid,7,feeling sad; feeling gloomy; feeling sad,plain; plain; neutral; ordinary,0.9680175185203552,0.8181818181818182,0.5492840111255646
qwen3_embedding_8b,en,place,sadness,centroid_phrases,neutral_centroid,8,feeling sad; feeling gloomy; feeling gloomy,plain; average; ordinary; plain,0.9605158567428589,0.8181818181818182,0.5477402806282043
qwen3_embedding_8b,en,place,sadness,centroid_phrases,neutral_centroid,9,feeling sad; feeling sorrowful; feeling sorrowful,average; neutral; average; plain,0.9595699310302734,0.8181818181818182,0.5431728601455689
qwen3_embedding_8b,en,place,sadness,centroid_phrases,neutral_centroid,10,feeling gloomy; feeling sad; feeling sorrowful,average; plain; ordinary; plain,0.9837028384208679,0.8181818181818182,0.5531034111976624
qwen3_embedding_8b,en,place,sadness,centroid_phrases,neutral_centroid,11,feeling sorrowful; feeling sorrowful; feeling sad,ordinary; plain; average; average,0.9605420827865601,0.8181818181818182,0.5423935949802399
qwen3_embedding_8b,en,place,sadness,centroid_phrases,neutral_centroid,12,feeling sorrowful; feeling sad; feeling sad,average; ordinary; ordinary; neutral,0.969750702381134,0.8181818181818182,0.5406122386455536
qwen3_embedding_8b,en,place,sadness,centroid_phrases,neutral_centroid,13,feeling gloomy; feeling sorrowful; feeling gloomy,ordinary; ordinary; plain; plain,0.9455543756484985,0.6666666666666666,0.549953716993332
qwen3_embedding_8b,en,place,sadness,centroid_phrases,neutral_centroid,14,feeling gloomy; feeling sorrowful; feeling gloomy,plain; plain; average; average,0.9587271213531494,0.8181818181818182,0.5520098149776459
qwen3_embedding_8b,en,place,sadness,centroid_phrases,neutral_centroid,15,feeling sad; feeling gloomy; feeling sorrowful,ordinary; average; plain; plain,0.9837028384208679,0.8181818181818182,0.5531034111976624
qwen3_embedding_8b,en,place,sadness,centroid_phrases,neutral_centroid,16,feeling sad; feeling sad; feeling sorrowful,neutral; neutral; average; ordinary,0.9674240350723267,0.8181818181818182,0.5423182308673858
qwen3_embedding_8b,en,place,sadness,centroid_phrases,neutral_centroid,17,feeling sad; feeling sad; feeling gloomy,ordinary; ordinary; average; ordinary,0.9419591426849365,0.8181818181818182,0.5429316520690918
qwen3_embedding_8b,en,place,sadness,centroid_phrases,neutral_centroid,18,feeling sad; feeling sad; feeling gloomy,ordinary; neutral; average; ordinary,0.9729953408241272,0.8181818181818182,0.5439809620380401
qwen3_embedding_8b,en,place,sadness,centroid_phrases,neutral_centroid,19,feeling sorrowful; feeling sorrowful; feeling sad,average; ordinary; ordinary; average,0.9462283253669739,0.8181818181818182,0.5397890627384185
qwen3_embedding_8b,en,place,sadness,centroid_phrases,neutral_centroid,20,feeling gloomy; feeling sad; feeling gloomy,average; average; plain; plain,0.9539372324943542,0.8181818181818182,0.5492912471294403
qwen3_embedding_8b,en,place,sadness,centroid_phrases,neutral_centroid,21,feeling sorrowful; feeling sad; feeling sorrowful,neutral; plain; plain; ordinary,0.9582441449165344,0.8181818181818182,0.5444719672203064
qwen3_embedding_8b,en,place,sadness,centroid_phrases,neutral_centroid,22,feeling sorrowful; feeling sorrowful; feeling gloomy,plain; ordinary; average; ordinary,0.9729706645011902,0.8181818181818182,0.5476620852947235
qwen3_embedding_8b,en,place,sadness,centroid_phrases,neutral_centroid,23,feeling sad; feeling gloomy; feeling sad,ordinary; average; neutral; ordinary,0.9729953408241272,0.8181818181818182,0.5439809620380401
qwen3_embedding_8b,en,place,sadness,centroid_phrases,neutral_centroid,24,feeling gloomy; feeling sad; feeling sorrowful,neutral; ordinary; ordinary; average,0.9870575070381165,1.0,0.548886913061142
qwen3_embedding_8b,en,place,sadness,centroid_phrases,neutral_centroid,25,feeling gloomy; feeling sorrowful; feeling sad,neutral; average; ordinary; ordinary,0.9870575070381165,1.0,0.5488869249820709
qwen3_embedding_8b,en,place,sadness,centroid_phrases,neutral_centroid,26,feeling sad; feeling sad; feeling sad,plain; ordinary; neutral; plain,0.9499885439872742,0.6666666666666666,0.5407188594341278
qwen3_embedding_8b,en,place,sadness,centroid_phrases,neutral_centroid,27,feeling sad; feeling sad; feeling gloomy,ordinary; average; plain; neutral,0.9879664182662964,1.0,0.5471556425094605
qwen3_embedding_8b,en,place,sadness,centroid_phrases,neutral_centroid,28,feeling sad; feeling sorrowful; feeling sad,plain; average; plain; plain,0.9480329751968384,0.6666666666666666,0.5497901618480683
qwen3_embedding_8b,en,place,sadness,centroid_phrases,neutral_centroid,29,feeling sorrowful; feeling gloomy; feeling gloomy,plain; ordinary; ordinary; average,0.9677339792251587,0.8181818181818182,0.5489254295825958
qwen3_embedding_8b,en,place,sadness,centroid_phrases,neutral_centroid,30,feeling sad; feeling sad; feeling sorrowful,plain; average; ordinary; ordinary,0.9652754068374634,0.8181818181818182,0.5422311067581177
qwen3_embedding_8b,en,place,sadness,centroid_phrases,neutral_centroid,31,feeling gloomy; feeling sorrowful; feeling sad,neutral; plain; ordinary; average,1.0,1.0,0.5518065094947815
qwen3_embedding_8b,en,place,sadness,centroid_phrases,neutral_centroid,32,feeling sad; feeling gloomy; feeling sorrowful,plain; plain; average; neutral,0.9867717027664185,1.0,0.5544490575790405
qwen3_embedding_8b,en,place,sadness,centroid_phrases,neutral_centroid,33,feeling sad; feeling gloomy; feeling sad,ordinary; ordinary; neutral; neutral,0.9602892994880676,0.8181818181818182,0.5445086240768433
qwen3_embedding_8b,en,place,sadness,centroid_phrases,neutral_centroid,34,feeling sad; feeling sad; feeling gloomy,ordinary; ordinary; ordinary; average,0.9419591426849365,0.8181818181818182,0.5429316401481629
qwen3_embedding_8b,en,place,sadness,centroid_phrases,neutral_centroid,35,feeling sorrowful; feeling sorrowful; feeling sorrowful,ordinary; neutral; average; neutral,0.9346711039543152,0.8181818181818182,0.5313735365867615
qwen3_embedding_8b,en,place,sadness,centroid_phrases,neutral_centroid,36,feeling gloomy; feeling gloomy; feeling sorrowful,plain; neutral; neutral; average,0.9638882279396057,1.0,0.55024493932724
qwen3_embedding_8b,en,place,sadness,centroid_phrases,neutral_centroid,37,feeling sorrowful; feeling sorrowful; feeling gloomy,plain; plain; ordinary; plain,0.9374491572380066,0.6666666666666666,0.5518173754215241
qwen3_embedding_8b,en,place,sadness,centroid_phrases,neutral_centroid,38,feeling gloomy; feeling sorrowful; feeling sorrowful,plain; ordinary; plain; plain,0.9374491572380066,0.6666666666666666,0.551817387342453
qwen3_embedding_8b,en,place,sadness,centroid_phrases,neutral_centroid,39,feeling sad; feeling sorrowful; feeling sad,neutral; neutral; ordinary; average,0.9674240350723267,0.8181818181818182,0.5423182308673858
qwen3_embedding_8b,en,place,sadness,centroid_phrases,neutral_centroid,40,feeling sorrowful; feeling gloomy; feeling gloomy,plain; neutral; neutral; neutral,0.9297570586204529,0.8181818181818182,0.5503782153129577
qwen3_embedding_8b,en,place,sadness,centroid_phrases,neutral_centroid,41,feeling gloomy; feeling sad; feeling gloomy,neutral; plain; ordinary; ordinary,0.957913339138031,0.8181818181818182,0.5454429686069489
qwen3_embedding_8b,en,place,sadness,centroid_phrases,neutral_centroid,42,feeling sad; feeling sorrowful; feeling sad,neutral; plain; neutral; plain,0.9515419006347656,0.8181818181818182,0.5485017001628876
qwen3_embedding_8b,en,place,sadness,centroid_phrases,neutral_centroid,43,feeling gloomy; feeling gloomy; feeling gloomy,neutral; average; ordinary; ordinary,0.9267178773880005,0.8181818181818182,0.5330871939659119
qwen3_embedding_8b,en,place,sadness,centroid_phrases,neutral_centroid,44,feeling sad; feeling sorrowful; feeling gloomy,average; plain; ordinary; neutral,1.0,1.0,0.5518065094947815
qwen3_embedding_8b,en,place,sadness,centroid_phrases,neutral_centroid,45,feeling gloomy; feeling sad; feeling sad,average; plain; plain; ordinary,0.9721176624298096,0.8181818181818182,0.5484261572360992
qwen3_embedding_8b,en,place,sadness,centroid_phrases,neutral_centroid,46,feeling gloomy; feeling sorrowful; feeling sorrowful,plain; ordinary; ordinary; ordinary,0.9443257451057434,0.8181818181818182,0.5470136165618896
qwen3_embedding_8b,en,place,sadness,centroid_phrases,neutral_centroid,47,feeling sad; feeling sad; feeling sad,average; average; ordinary; ordinary,0.9339191317558289,0.8181818181818182,0.5341689884662628
qwen3_embedding_8b,en,place,sadness,centroid_phrases,neutral_centroid,48,feeling sorrowful; feeling gloomy; feeling sorrowful,average; plain; neutral; average,0.9696527123451233,0.8181818181818182,0.5487367272377014
qwen3_embedding_8b,en,place,sadness,centroid_phrases,neutral_centroid,49,feeling sorrowful; feeling sorrowful; feeling gloomy,plain; neutral; neutral; plain,0.951267659664154,0.8181818181818182,0.5506118774414063
qwen3_embedding_8b,en,place,sadness,centroid_phrases,neutral_centroid,50,feeling sorrowful; feeling sad; feeling sorrowful,neutral; ordinary; neutral; average,0.9610418081283569,0.8181818181818182,0.5404789507389068
qwen3_embedding_8b,en,place,sadness,centroid_phrases,neutral_centroid,51,feeling sad; feeling gloomy; feeling sad,average; average; average; plain,0.9439998865127563,1.0,0.5487571895122528
qwen3_embedding_8b,en,place,sadness,centroid_phrases,neutral_centroid,52,feeling sorrowful; feeling sad; feeling sorrowful,neutral; average; average; ordinary,0.9580567479133606,0.8181818181818182,0.5403457522392273
qwen3_embedding_8b,en,place,sadness,centroid_phrases,neutral_centroid,53,feeling sad; feeling sad; feeling sorrowful,neutral; ordinary; average; neutral,0.9674240350723267,0.8181818181818182,0.5423182249069214
qwen3_embedding_8b,en,place,sadness,centroid_phrases,neutral_centroid,54,feeling gloomy; feeling sorrowful; feeling gloomy,ordinary; average; neutral; ordinary,0.9729883074760437,0.8181818181818182,0.5473007440567017
qwen3_embedding_8b,en,place,sadness,centroid_phrases,neutral_centroid,55,feeling sorrowful; feeling sorrowful; feeling sad,neutral; average; neutral; ordinary,0.9610419273376465,0.8181818181818182,0.5404789507389068
qwen3_embedding_8b,en,place,sadness,centroid_phrases,neutral_centroid,56,feeling sad; feeling sad; feeling gloomy,ordinary; average; ordinary; neutral,0.9729953408241272,0.8181818181818182,0.5439809560775757
qwen3_embedding_8b,en,place,sadness,centroid_phrases,neutral_centroid,57,feeling sorrowful; feeling sorrowful; feeling sorrowful,neutral; plain; ordinary; ordinary,0.9368460774421692,0.8181818181818182,0.5330678939819335
qwen3_embedding_8b,en,place,sadness,centroid_phrases,neutral_centroid,58,feeling sorrowful; feeling sorrowful; feeling gloomy,ordinary; average; neutral; plain,0.9879767894744873,0.8181818181818182,0.5482588171958923
qwen3_embedding_8b,en,place,sadness,centroid_phrases,neutral_centroid,59,feeling sorrowful; feeling sorrowful; feeling gloomy,neutral; ordinary; average; ordinary,0.9780561327934265,0.8181818181818182,0.545681482553482
qwen3_embedding_8b,en,place,sadness,centroid_phrases,neutral_centroid,60,feeling gloomy; feeling sad; feeling sorrowful,neutral; average; ordinary; plain,1.0,1.0,0.551806515455246
qwen3_embedding_8b,en,place,sadness,centroid_phrases,neutral_centroid,61,feeling sorrowful; feeling gloomy; feeling sad,ordinary; ordinary; neutral; ordinary,0.961683452129364,0.8181818181818182,0.5480642557144165
qwen3_embedding_8b,en,place,sadness,centroid_phrases,neutral_centroid,62,feeling gloomy; feeling sorrowful; feeling gloomy,ordinary; average; neutral; average,0.9662680625915527,1.0,0.5481473922729492
qwen3_embedding_8b,en,place,sadness,centroid_phrases,neutral_centroid,63,feeling gloomy; feeling sad; feeling sorrowful,average; ordinary; ordinary; plain,0.9819728136062622,0.8181818181818182,0.550242018699646
qwen3_embedding_8b,en,place,sadness,centroid_phrases,neutral_centroid,64,feeling sorrowful; feeling sad; feeling sad,average; average; neutral; average,0.929853081703186,0.8181818181818182,0.5436168909072876
qwen3_embedding_8b,en,place,sadness,centroid_phrases,neutral_centroid,65,feeling sad; feeling gloomy; feeling gloomy,neutral; average; plain; plain,0.963853657245636,0.8181818181818182,0.549568772315979
