language,category,emotion,condition,emotion_strategy,neutral_strategy,model_a,model_b,top_k,overlap_count,jaccard_top_k,overlap_coefficient_top_k,rank_correlation_union,mean_abs_rank_delta_shared,shared_candidates
en,place,anger,shuffled_emotion,centroid_phrases,neutral_centroid,gemini,qwen3_embedding_8b,10,5,0.3333333333333333,0.5,0.23090909090909087,2.6,abandoned building; cemetery; dark basement; funeral home; park
en,place,anger,shuffled_emotion,centroid_phrases,neutral_centroid,mmlw_roberta_large,qwen3_embedding_8b,10,3,0.17647058823529413,0.3,-0.231534090909091,4.333333333333333,funeral home; home; park
en,place,disgust,emotion,centroid_phrases,neutral_centroid,bielik_1_5b_v3,gemini,10,6,0.42857142857142855,0.6,0.017336152219873162,2.1666666666666665,dangerous street; dirty alley; funeral home; hospital; office; park
en,place,disgust,emotion,centroid_phrases,neutral_centroid,bielik_1_5b_v3,mmlw_roberta_large,10,5,0.3333333333333333,0.5,-0.18909090909090903,3.0,dangerous street; funeral home; museum; office; park
en,place,disgust,emotion,centroid_phrases,neutral_centroid,bielik_1_5b_v3,qwen3_embedding_8b,10,4,0.25,0.4,-0.33205741626794255,2.5,dirty alley; funeral home; museum; park
en,place,disgust,emotion,centroid_phrases,neutral_centroid,gemini,mmlw_roberta_large,10,5,0.3333333333333333,0.5,-0.3745454545454545,3.2,church; dangerous street; funeral home; office; park
en,place,disgust,emotion,centroid_phrases,neutral_centroid,gemini,qwen3_embedding_8b,10,5,0.3333333333333333,0.5,0.31272727272727263,2.2,abandoned building; dirty alley; funeral home; park; polluted river
en,place,disgust,emotion,centroid_phrases,neutral_centroid,mmlw_roberta_large,qwen3_embedding_8b,10,4,0.25,0.4,-0.1993620414673046,2.0,funeral home; museum; park; restaurant
en,place,disgust,identity,centroid_phrases,neutral_centroid,bielik_1_5b_v3,gemini,10,7,0.5384615384615384,0.7,0.5075757575757576,2.7142857142857144,airport; museum; office; park; playground; school; train station
en,place,disgust,identity,centroid_phrases,neutral_centroid,bielik_1_5b_v3,mmlw_roberta_large,10,7,0.5384615384615384,0.7,0.15303030303030307,2.142857142857143,home; museum; office; park; restaurant; school; train station
en,place,disgust,identity,centroid_phrases,neutral_centroid,bielik_1_5b_v3,qwen3_embedding_8b,10,6,0.42857142857142855,0.6,0.2067653276955602,2.8333333333333335,airport; home; museum; park; playground; restaurant
en,place,disgust,identity,centroid_phrases,neutral_centroid,gemini,mmlw_roberta_large,10,7,0.5384615384615384,0.7,0.15959595959595965,2.142857142857143,cemetery; church; museum; office; park; school; train station
en,place,disgust,identity,centroid_phrases,neutral_centroid,gemini,qwen3_embedding_8b,10,5,0.3333333333333333,0.5,-0.04727272727272725,3.2,airport; cemetery; museum; park; playground
en,place,disgust,identity,centroid_phrases,neutral_centroid,mmlw_roberta_large,qwen3_embedding_8b,10,5,0.3333333333333333,0.5,0.19818181818181818,2.4,cemetery; home; museum; park; restaurant
en,place,disgust,random,centroid_phrases,neutral_centroid,bielik_1_5b_v3,gemini,10,5,0.3333333333333333,0.5,0.4436363636363637,3.0,museum; office; park; playground; school
en,place,disgust,random,centroid_phrases,neutral_centroid,bielik_1_5b_v3,mmlw_roberta_large,10,6,0.42857142857142855,0.6,-0.03594080338266381,2.6666666666666665,church; funeral home; home; office; park; school
en,place,disgust,random,centroid_phrases,neutral_centroid,bielik_1_5b_v3,qwen3_embedding_8b,10,6,0.42857142857142855,0.6,-0.012262156448202966,4.0,airport; cemetery; home; museum; park; playground
en,place,disgust,random,centroid_phrases,neutral_centroid,gemini,mmlw_roberta_large,10,4,0.25,0.4,-0.07687400318979265,3.25,cozy cafe; office; park; school
en,place,disgust,random,centroid_phrases,neutral_centroid,gemini,qwen3_embedding_8b,10,4,0.25,0.4,-0.005422647527910685,2.25,museum; park; playground; train station
en,place,disgust,random,centroid_phrases,neutral_centroid,mmlw_roberta_large,qwen3_embedding_8b,10,3,0.17647058823529413,0.3,0.08721590909090912,1.3333333333333333,home; park; restaurant
en,place,disgust,shuffled_emotion,centroid_phrases,neutral_centroid,bielik_1_5b_v3,gemini,10,4,0.25,0.4,0.08644338118022328,2.75,hospital; office; park; playground
en,place,disgust,shuffled_emotion,centroid_phrases,neutral_centroid,bielik_1_5b_v3,mmlw_roberta_large,10,3,0.17647058823529413,0.3,-0.2991477272727273,4.0,office; park; sunny beach
en,place,disgust,shuffled_emotion,centroid_phrases,neutral_centroid,bielik_1_5b_v3,qwen3_embedding_8b,10,4,0.25,0.4,0.06602870813397128,1.25,airport; park; playground; sunny beach
en,place,disgust,shuffled_emotion,centroid_phrases,neutral_centroid,gemini,mmlw_roberta_large,10,5,0.3333333333333333,0.5,0.44363636363636344,1.6,beautiful garden; church; home; office; park
en,place,disgust,shuffled_emotion,centroid_phrases,neutral_centroid,gemini,qwen3_embedding_8b,10,3,0.17647058823529413,0.3,0.005113636363636375,1.3333333333333333,home; park; playground
en,place,disgust,shuffled_emotion,centroid_phrases,neutral_centroid,mmlw_roberta_large,qwen3_embedding_8b,10,6,0.42857142857142855,0.6,-0.10697674418604648,3.6666666666666665,home; museum; park; restaurant; sunny beach; wedding hall
en,place,joy,emotion,centroid_phrases,neutral_centroid,bielik_1_5b_v3,gemini,10,4,0.25,0.4,0.08644338118022328,2.75,hospital; office; park; playground
en,place,joy,emotion,centroid_phrases,neutral_centroid,bielik_1_5b_v3,mmlw_roberta_large,10,3,0.17647058823529413,0.3,-0.2991477272727273,4.0,office; park; sunny beach
en,place,joy,emotion,centroid_phrases,neutral_centroid,bielik_1_5b_v3,qwen3_embedding_8b,10,4,0.25,0.4,0.06602870813397128,1.25,airport; park; playground; sunny beach
en,place,joy,emotion,centroid_phrases,neutral_centroid,gemini,mmlw_roberta_large,10,5,0.3333333333333333,0.5,0.44363636363636344,1.6,beautiful garden; church; home; office; park
en,place,joy,emotion,centroid_phrases,neutral_centroid,gemini,qwen3_embedding_8b,10,3,0.17647058823529413,0.3,0.005113636363636375,1.3333333333333333,home; park; playground
en,place,joy,emotion,centroid_phrases,neutral_centroid,mmlw_roberta_large,qwen3_embedding_8b,10,6,0.42857142857142855,0.6,-0.10697674418604648,3.6666666666666665,home; museum; park; restaurant; sunny beach; wedding hall
en,place,joy,identity,centroid_phrases,neutral_centroid,bielik_1_5b_v3,gemini,10,7,0.5384615384615384,0.7,0.5075757575757576,2.7142857142857144,airport; museum; office; park; playground; school; train station
en,place,joy,identity,centroid_phrases,neutral_centroid,bielik_1_5b_v3,mmlw_roberta_large,10,7,0.5384615384615384,0.7,0.15303030303030307,2.142857142857143,home; museum; office; park; restaurant; school; train station
en,place,joy,identity,centroid_phrases,neutral_centroid,bielik_1_5b_v3,qwen3_embedding_8b,10,6,0.42857142857142855,0.6,0.2067653276955602,2.8333333333333335,airport; home; museum; park; playground; restaurant
en,place,joy,identity,centroid_phrases,neutral_centroid,gemini,mmlw_roberta_large,10,7,0.5384615384615384,0.7,0.15959595959595965,2.142857142857143,cemetery; church; museum; office; park; school; train station
en,place,joy,identity,centroid_phrases,neutral_centroid,gemini,qwen3_embedding_8b,10,5,0.3333333333333333,0.5,-0.04727272727272725,3.2,airport; cemetery; museum; park; playground
en,place,joy,identity,centroid_phrases,neutral_centroid,mmlw_roberta_large,qwen3_embedding_8b,10,5,0.3333333333333333,0.5,0.19818181818181818,2.4,cemetery; home; museum; park; restaurant
en,place,joy,random,centroid_phrases,neutral_centroid,bielik_1_5b_v3,gemini,10,6,0.42857142857142855,0.6,0.5264270613107822,1.3333333333333333,library; museum; office; park; playground; school
en,place,joy,random,centroid_phrases,neutral_centroid,bielik_1_5b_v3,mmlw_roberta_large,10,5,0.3333333333333333,0.5,0.0018181818181818032,3.6,home; museum; office; park; school
en,place,joy,random,centroid_phrases,neutral_centroid,bielik_1_5b_v3,qwen3_embedding_8b,10,5,0.3333333333333333,0.5,-0.009090909090909078,2.6,airport; home; library; museum; park
en,place,joy,random,centroid_phrases,neutral_centroid,gemini,mmlw_roberta_large,10,5,0.3333333333333333,0.5,0.17090909090909087,2.4,church; museum; office; park; school
en,place,joy,random,centroid_phrases,neutral_centroid,gemini,qwen3_embedding_8b,10,3,0.17647058823529413,0.3,-0.07698863636363638,1.0,library; museum; park
en,place,joy,random,centroid_phrases,neutral_centroid,mmlw_roberta_large,qwen3_embedding_8b,10,5,0.3333333333333333,0.5,0.31818181818181823,2.2,funeral home; home; museum; park; restaurant
en,place,joy,shuffled_emotion,centroid_phrases,neutral_centroid,bielik_1_5b_v3,gemini,10,5,0.3333333333333333,0.5,-0.10181818181818181,4.6,dangerous street; funeral home; hospital; office; park
en,place,joy,shuffled_emotion,centroid_phrases,neutral_centroid,bielik_1_5b_v3,mmlw_roberta_large,10,4,0.25,0.4,-0.06156299840510367,2.75,funeral home; museum; office; park
en,place,joy,shuffled_emotion,centroid_phrases,neutral_centroid,bielik_1_5b_v3,qwen3_embedding_8b,10,5,0.3333333333333333,0.5,-0.3145454545454546,2.4,airport; dangerous street; dirty alley; museum; park
en,place,joy,shuffled_emotion,centroid_phrases,neutral_centroid,gemini,mmlw_roberta_large,10,4,0.25,0.4,-0.2350877192982456,2.0,funeral home; office; park; school
en,place,joy,shuffled_emotion,centroid_phrases,neutral_centroid,gemini,qwen3_embedding_8b,10,4,0.25,0.4,0.035406698564593296,2.25,abandoned building; dangerous street; park; train station
en,place,joy,shuffled_emotion,centroid_phrases,neutral_centroid,mmlw_roberta_large,qwen3_embedding_8b,10,3,0.17647058823529413,0.3,0.04857954545454547,0.6666666666666666,museum; park; restaurant
en,place,sadness,emotion,centroid_phrases,neutral_centroid,bielik_1_5b_v3,gemini,10,5,0.3333333333333333,0.5,0.05090909090909092,3.0,funeral home; hospital; office; park; train station
en,place,sadness,emotion,centroid_phrases,neutral_centroid,bielik_1_5b_v3,mmlw_roberta_large,10,3,0.17647058823529413,0.3,-0.28465909090909086,4.333333333333333,funeral home; office; park
en,place,sadness,emotion,centroid_phrases,neutral_centroid,bielik_1_5b_v3,qwen3_embedding_8b,10,4,0.25,0.4,-0.3116427432216905,2.5,dirty alley; funeral home; park; sunny beach
en,place,sadness,emotion,centroid_phrases,neutral_centroid,gemini,mmlw_roberta_large,10,4,0.25,0.4,-0.27591706539074956,3.75,cozy cafe; funeral home; office; park
en,place,sadness,emotion,centroid_phrases,neutral_centroid,gemini,qwen3_embedding_8b,10,5,0.3333333333333333,0.5,0.23090909090909087,2.6,abandoned building; cemetery; dark basement; funeral home; park
en,place,sadness,emotion,centroid_phrases,neutral_centroid,mmlw_roberta_large,qwen3_embedding_8b,10,3,0.17647058823529413,0.3,-0.231534090909091,4.333333333333333,funeral home; home; park
en,place,sadness,identity,centroid_phrases,neutral_centroid,bielik_1_5b_v3,gemini,10,7,0.5384615384615384,0.7,0.5075757575757576,2.7142857142857144,airport; museum; office; park; playground; school; train station
en,place,sadness,identity,centroid_phrases,neutral_centroid,bielik_1_5b_v3,mmlw_roberta_large,10,7,0.5384615384615384,0.7,0.15303030303030307,2.142857142857143,home; museum; office; park; restaurant; school; train station
en,place,sadness,identity,centroid_phrases,neutral_centroid,bielik_1_5b_v3,qwen3_embedding_8b,10,6,0.42857142857142855,0.6,0.2067653276955602,2.8333333333333335,airport; home; museum; park; playground; restaurant
en,place,sadness,identity,centroid_phrases,neutral_centroid,gemini,mmlw_roberta_large,10,7,0.5384615384615384,0.7,0.15959595959595965,2.142857142857143,cemetery; church; museum; office; park; school; train station
en,place,sadness,identity,centroid_phrases,neutral_centroid,gemini,qwen3_embedding_8b,10,5,0.3333333333333333,0.5,-0.04727272727272725,3.2,airport; cemetery; museum; park; playground
en,place,sadness,identity,centroid_phrases,neutral_centroid,mmlw_roberta_large,qwen3_embedding_8b,10,5,0.3333333333333333,0.5,0.19818181818181818,2.4,cemetery; home; museum; park; restaurant
en,place,sadness,random,centroid_phrases,neutral_centroid,bielik_1_5b_v3,gemini,10,5,0.3333333333333333,0.5,0.449090909090909,1.8,home; museum; office; park; playground
en,place,sadness,random,centroid_phrases,neutral_centroid,bielik_1_5b_v3,mmlw_roberta_large,10,5,0.3333333333333333,0.5,0.28,1.8,home; office; park; restaurant; train station
en,place,sadness,random,centroid_phrases,neutral_centroid,bielik_1_5b_v3,qwen3_embedding_8b,10,5,0.3333333333333333,0.5,0.06727272727272729,1.4,airport; home; hospital; park; restaurant
en,place,sadness,random,centroid_phrases,neutral_centroid,gemini,mmlw_roberta_large,10,5,0.3333333333333333,0.5,0.08909090909090908,2.0,church; home; office; park; school
en,place,sadness,random,centroid_phrases,neutral_centroid,gemini,qwen3_embedding_8b,10,2,0.1111111111111111,0.2,-0.2676056338028168,4.5,home; park
en,place,sadness,random,centroid_phrases,neutral_centroid,mmlw_roberta_large,qwen3_embedding_8b,10,5,0.3333333333333333,0.5,0.09999999999999998,2.4,childhood home; funeral home; home; park; restaurant
en,place,sadness,shuffled_emotion,centroid_phrases,neutral_centroid,bielik_1_5b_v3,gemini,10,6,0.42857142857142855,0.6,0.017336152219873162,2.1666666666666665,dangerous street; dirty alley; funeral home; hospital; office; park
en,place,sadness,shuffled_emotion,centroid_phrases,neutral_centroid,bielik_1_5b_v3,mmlw_roberta_large,10,5,0.3333333333333333,0.5,-0.18909090909090903,3.0,dangerous street; funeral home; museum; office; park
en,place,sadness,shuffled_emotion,centroid_phrases,neutral_centroid,bielik_1_5b_v3,qwen3_embedding_8b,10,4,0.25,0.4,-0.33205741626794255,2.5,dirty alley; funeral home; museum; park
en,place,sadness,shuffled_emotion,centroid_phrases,neutral_centroid,gemini,mmlw_roberta_large,10,5,0.3333333333333333,0.5,-0.3745454545454545,3.2,church; dangerous street; funeral home; office; park
en,place,sadness,shuffled_emotion,centroid_phrases,neutral_centroid,gemini,qwen3_embedding_8b,10,5,0.3333333333333333,0.5,0.31272727272727263,2.2,abandoned building; dirty alley; funeral home; park; polluted river
en,place,sadness,shuffled_emotion,centroid_phrases,neutral_centroid,mmlw_roberta_large,qwen3_embedding_8b,10,4,0.25,0.4,-0.1993620414673046,2.0,funeral home; museum; park; restaurant
en,situation,anger,emotion,centroid_phrases,neutral_centroid,bielik_1_5b_v3,gemini,10,5,0.3333333333333333,0.5,0.045454545454545414,2.8,awkward silence; being betrayed; being ignored; missing the train; walking alone at night
en,situation,anger,emotion,centroid_phrases,neutral_centroid,bielik_1_5b_v3,mmlw_roberta_large,10,5,0.3333333333333333,0.5,-0.10181818181818178,3.6,accident; awkward silence; being betrayed; being ignored; meeting an old friend
en,situation,anger,emotion,centroid_phrases,neutral_centroid,bielik_1_5b_v3,qwen3_embedding_8b,10,5,0.3333333333333333,0.5,-0.06363636363636366,1.8,accident; awkward silence; being betrayed; being ignored; missing the train
en,situation,anger,emotion,centroid_phrases,neutral_centroid,gemini,mmlw_roberta_large,10,6,0.42857142857142855,0.6,0.34291754756871035,2.3333333333333335,argument; awkward silence; being betrayed; being ignored; seeing an injury; winning a prize
en,situation,anger,emotion,centroid_phrases,neutral_centroid,gemini,qwen3_embedding_8b,10,7,0.5384615384615384,0.7,0.19898989898989908,2.7142857142857144,argument; awkward silence; being betrayed; being ignored; failure; missing the train; seeing an injury
en,situation,anger,emotion,centroid_phrases,neutral_centroid,mmlw_roberta_large,qwen3_embedding_8b,10,7,0.5384615384615384,0.7,0.40909090909090906,2.142857142857143,accident; argument; awkward silence; being betrayed; being ignored; party; seeing an injury
en,situation,anger,identity,centroid_phrases,neutral_centroid,bielik_1_5b_v3,gemini,10,4,0.25,0.4,-0.29122807017543856,1.0,awkward silence; first date; meeting an old friend; missing the train
en,situation,anger,identity,centroid_phrases,neutral_centroid,bielik_1_5b_v3,mmlw_roberta_large,10,4,0.25,0.4,-0.11259968102073363,3.75,accident; awkward silence; meeting an old friend; party
en,situation,anger,identity,centroid_phrases,neutral_centroid,bielik_1_5b_v3,qwen3_embedding_8b,10,4,0.25,0.4,0.0251993620414673,2.75,accident; awkward silence; celebration; party
en,situation,anger,identity,centroid_phrases,neutral_centroid,gemini,mmlw_roberta_large,10,4,0.25,0.4,-0.29633173843700156,3.5,argument; awkward silence; being betrayed; meeting an old friend
en,situation,anger,identity,centroid_phrases,neutral_centroid,gemini,qwen3_embedding_8b,10,7,0.5384615384615384,0.7,0.19898989898989905,2.5714285714285716,argument; awkward silence; being betrayed; being ignored; failure; public speech; surprise
en,situation,anger,identity,centroid_phrases,neutral_centroid,mmlw_roberta_large,qwen3_embedding_8b,10,5,0.3333333333333333,0.5,0.2309090909090909,2.4,accident; argument; awkward silence; being betrayed; party
en,situation,anger,random,centroid_phrases,neutral_centroid,bielik_1_5b_v3,gemini,10,4,0.25,0.4,-0.6535885167464114,3.0,awkward silence; first date; job interview; missing the train
en,situation,anger,random,centroid_phrases,neutral_centroid,bielik_1_5b_v3,mmlw_roberta_large,10,3,0.17647058823529413,0.3,-0.19289772727272722,3.6666666666666665,accident; awkward silence; winning a prize
en,situation,anger,random,centroid_phrases,neutral_centroid,bielik_1_5b_v3,qwen3_embedding_8b,10,4,0.25,0.4,-0.3524720893141946,4.0,accident; awkward silence; celebration; job interview
en,situation,anger,random,centroid_phrases,neutral_centroid,gemini,mmlw_roberta_large,10,4,0.25,0.4,-0.1891547049441786,2.5,argument; awkward silence; being betrayed; public speech
en,situation,anger,random,centroid_phrases,neutral_centroid,gemini,qwen3_embedding_8b,10,6,0.42857142857142855,0.6,0.283720930232558,0.6666666666666666,argument; awkward silence; being betrayed; failure; job interview; public speech
en,situation,anger,random,centroid_phrases,neutral_centroid,mmlw_roberta_large,qwen3_embedding_8b,10,6,0.42857142857142855,0.6,0.005496828752642704,2.0,accident; argument; awkward silence; being betrayed; party; public speech
en,situation,anger,shuffled_emotion,centroid_phrases,neutral_centroid,bielik_1_5b_v3,gemini,10,5,0.3333333333333333,0.5,-0.22727272727272727,4.4,awkward silence; being betrayed; being ignored; missing the train; walking alone at night
en,situation,anger,shuffled_emotion,centroid_phrases,neutral_centroid,bielik_1_5b_v3,mmlw_roberta_large,10,4,0.25,0.4,-0.37799043062200954,4.25,awkward silence; being betrayed; meeting an old friend; walking alone at night
en,situation,anger,shuffled_emotion,centroid_phrases,neutral_centroid,bielik_1_5b_v3,qwen3_embedding_8b,10,6,0.42857142857142855,0.6,-0.36152219873150104,2.3333333333333335,awkward silence; being betrayed; being ignored; funeral service; missing the train; walking alone at night
en,situation,anger,shuffled_emotion,centroid_phrases,neutral_centroid,gemini,mmlw_roberta_large,10,6,0.42857142857142855,0.6,-0.23128964059196616,1.5,accident; argument; awkward silence; being betrayed; seeing an injury; walking alone at night
en,situation,anger,shuffled_emotion,centroid_phrases,neutral_centroid,gemini,qwen3_embedding_8b,10,8,0.6666666666666666,0.8,0.5485893416927898,1.625,accident; awkward silence; being betrayed; being ignored; failure; missing the train; seeing an injury; walking alone at night
en,situation,anger,shuffled_emotion,centroid_phrases,neutral_centroid,mmlw_roberta_large,qwen3_embedding_8b,10,5,0.3333333333333333,0.5,-0.06363636363636363,1.6,accident; awkward silence; being betrayed; seeing an injury; walking alone at night
en,situation,disgust,emotion,centroid_phrases,neutral_centroid,bielik_1_5b_v3,gemini,10,5,0.3333333333333333,0.5,0.20363636363636362,1.8,awkward silence; being betrayed; being ignored; missing the train; walking alone at night
en,situation,disgust,emotion,centroid_phrases,neutral_centroid,bielik_1_5b_v3,mmlw_roberta_large,10,5,0.3333333333333333,0.5,-0.15090909090909085,3.6,accident; awkward silence; being betrayed; being ignored; meeting an old friend
en,situation,disgust,emotion,centroid_phrases,neutral_centroid,bielik_1_5b_v3,qwen3_embedding_8b,10,5,0.3333333333333333,0.5,-0.16727272727272724,1.8,accident; awkward silence; being betrayed; being ignored; missing the train
en,situation,disgust,emotion,centroid_phrases,neutral_centroid,gemini,mmlw_roberta_large,10,5,0.3333333333333333,0.5,0.09454545454545456,2.8,argument; awkward silence; being betrayed; being ignored; seeing an injury
en,situation,disgust,emotion,centroid_phrases,neutral_centroid,gemini,qwen3_embedding_8b,10,7,0.5384615384615384,0.7,0.2121212121212121,3.4285714285714284,awkward silence; being betrayed; being ignored; cleaning a dirty room; failure; missing the train; seeing an injury
en,situation,disgust,emotion,centroid_phrases,neutral_centroid,mmlw_roberta_large,qwen3_embedding_8b,10,5,0.3333333333333333,0.5,0.2690909090909091,1.8,accident; awkward silence; being betrayed; being ignored; seeing an injury
en,situation,disgust,identity,centroid_phrases,neutral_centroid,bielik_1_5b_v3,gemini,10,4,0.25,0.4,-0.29122807017543856,1.0,awkward silence; first date; meeting an old friend; missing the train
en,situation,disgust,identity,centroid_phrases,neutral_centroid,bielik_1_5b_v3,mmlw_roberta_large,10,4,0.25,0.4,-0.11259968102073363,3.75,accident; awkward silence; meeting an old friend; party
en,situation,disgust,identity,centroid_phrases,neutral_centroid,bielik_1_5b_v3,qwen3_embedding_8b,10,4,0.25,0.4,0.0251993620414673,2.75,accident; awkward silence; celebration; party
en,situation,disgust,identity,centroid_phrases,neutral_centroid,gemini,mmlw_roberta_large,10,4,0.25,0.4,-0.29633173843700156,3.5,argument; awkward silence; being betrayed; meeting an old friend
en,situation,disgust,identity,centroid_phrases,neutral_centroid,gemini,qwen3_embedding_8b,10,7,0.5384615384615384,0.7,0.19898989898989905,2.5714285714285716,argument; awkward silence; being betrayed; being ignored; failure; public speech; surprise
en,situation,disgust,identity,centroid_phrases,neutral_centroid,mmlw_roberta_large,qwen3_embedding_8b,10,5,0.3333333333333333,0.5,0.2309090909090909,2.4,accident; argument; awkward silence; being betrayed; party
en,situation,disgust,random,centroid_phrases,neutral_centroid,bielik_1_5b_v3,gemini,10,4,0.25,0.4,-0.1891547049441786,4.25,accident; argument; awkward silence; missing the train
en,situation,disgust,random,centroid_phrases,neutral_centroid,bielik_1_5b_v3,mmlw_roberta_large,10,4,0.25,0.4,-0.43413078149920253,3.25,accident; argument; family dinner; party
en,situation,disgust,random,centroid_phrases,neutral_centroid,bielik_1_5b_v3,qwen3_embedding_8b,10,4,0.25,0.4,-0.17384370015948963,2.5,accident; argument; awkward silence; party
en,situation,disgust,random,centroid_phrases,neutral_centroid,gemini,mmlw_roberta_large,10,4,0.25,0.4,-0.3473684210526315,4.0,accident; argument; watching a comedy; winning a prize
en,situation,disgust,random,centroid_phrases,neutral_centroid,gemini,qwen3_embedding_8b,10,6,0.42857142857142855,0.6,0.550105708245243,2.0,accident; argument; awkward silence; failure; public speech; surprise
en,situation,disgust,random,centroid_phrases,neutral_centroid,mmlw_roberta_large,qwen3_embedding_8b,10,5,0.3333333333333333,0.5,-0.09636363636363632,3.2,accident; argument; being betrayed; being ignored; party
en,situation,disgust,shuffled_emotion,centroid_phrases,neutral_centroid,bielik_1_5b_v3,gemini,10,6,0.42857142857142855,0.6,0.01733615221987321,2.3333333333333335,being betrayed; being ignored; celebration; hearing good news; meeting an old friend; walking alone at night
en,situation,disgust,shuffled_emotion,centroid_phrases,neutral_centroid,bielik_1_5b_v3,mmlw_roberta_large,10,4,0.25,0.4,-0.33205741626794255,3.0,awkward silence; being betrayed; celebration; meeting an old friend
en,situation,disgust,shuffled_emotion,centroid_phrases,neutral_centroid,bielik_1_5b_v3,qwen3_embedding_8b,10,4,0.25,0.4,-0.005422647527910685,2.75,awkward silence; being betrayed; celebration; hearing good news
en,situation,disgust,shuffled_emotion,centroid_phrases,neutral_centroid,gemini,mmlw_roberta_large,10,6,0.42857142857142855,0.6,0.09429175475687104,3.5,being betrayed; celebration; meeting an old friend; party; watching a comedy; winning a prize
en,situation,disgust,shuffled_emotion,centroid_phrases,neutral_centroid,gemini,qwen3_embedding_8b,10,6,0.42857142857142855,0.6,0.3902748414376321,1.8333333333333333,being betrayed; celebration; hearing good news; party; watching a comedy; winning a prize
en,situation,disgust,shuffled_emotion,centroid_phrases,neutral_centroid,mmlw_roberta_large,qwen3_embedding_8b,10,8,0.6666666666666666,0.8,-0.18871473354231974,4.25,awkward silence; being betrayed; celebration; party; seeing an injury; surprise; watching a comedy; winning a prize
en,situation,joy,emotion,centroid_phrases,neutral_centroid,bielik_1_5b_v3,gemini,10,6,0.42857142857142855,0.6,0.01733615221987321,2.3333333333333335,being betrayed; being ignored; celebration; hearing good news; meeting an old friend; walking alone at night
en,situation,joy,emotion,centroid_phrases,neutral_centroid,bielik_1_5b_v3,mmlw_roberta_large,10,4,0.25,0.4,-0.33205741626794255,3.0,awkward silence; being betrayed; celebration; meeting an old friend
en,situation,joy,emotion,centroid_phrases,neutral_centroid,bielik_1_5b_v3,qwen3_embedding_8b,10,4,0.25,0.4,-0.005422647527910685,2.75,awkward silence; being betrayed; celebration; hearing good news
en,situation,joy,emotion,centroid_phrases,neutral_centroid,gemini,mmlw_roberta_large,10,6,0.42857142857142855,0.6,0.09429175475687104,3.5,being betrayed; celebration; meeting an old friend; party; watching a comedy; winning a prize
en,situation,joy,emotion,centroid_phrases,neutral_centroid,gemini,qwen3_embedding_8b,10,6,0.42857142857142855,0.6,0.3902748414376321,1.8333333333333333,being betrayed; celebration; hearing good news; party; watching a comedy; winning a prize
en,situation,joy,emotion,centroid_phrases,neutral_centroid,mmlw_roberta_large,qwen3_embedding_8b,10,8,0.6666666666666666,0.8,-0.18871473354231974,4.25,awkward silence; being betrayed; celebration; party; seeing an injury; surprise; watching a comedy; winning a prize
en,situation,joy,identity,centroid_phrases,neutral_centroid,bielik_1_5b_v3,gemini,10,4,0.25,0.4,-0.29122807017543856,1.0,awkward silence; first date; meeting an old friend; missing the train
en,situation,joy,identity,centroid_phrases,neutral_centroid,bielik_1_5b_v3,mmlw_roberta_large,10,4,0.25,0.4,-0.11259968102073363,3.75,accident; awkward silence; meeting an old friend; party
en,situation,joy,identity,centroid_phrases,neutral_centroid,bielik_1_5b_v3,qwen3_embedding_8b,10,4,0.25,0.4,0.0251993620414673,2.75,accident; awkward silence; celebration; party
en,situation,joy,identity,centroid_phrases,neutral_centroid,gemini,mmlw_roberta_large,10,4,0.25,0.4,-0.29633173843700156,3.5,argument; awkward silence; being betrayed; meeting an old friend
en,situation,joy,identity,centroid_phrases,neutral_centroid,gemini,qwen3_embedding_8b,10,7,0.5384615384615384,0.7,0.19898989898989905,2.5714285714285716,argument; awkward silence; being betrayed; being ignored; failure; public speech; surprise
en,situation,joy,identity,centroid_phrases,neutral_centroid,mmlw_roberta_large,qwen3_embedding_8b,10,5,0.3333333333333333,0.5,0.2309090909090909,2.4,accident; argument; awkward silence; being betrayed; party
en,situation,joy,random,centroid_phrases,neutral_centroid,bielik_1_5b_v3,gemini,10,4,0.25,0.4,-0.5566188197767145,5.5,awkward silence; celebration; first date; missing the train
en,situation,joy,random,centroid_phrases,neutral_centroid,bielik_1_5b_v3,mmlw_roberta_large,10,3,0.17647058823529413,0.3,-0.048011363636363616,2.6666666666666665,accident; awkward silence; party
en,situation,joy,random,centroid_phrases,neutral_centroid,bielik_1_5b_v3,qwen3_embedding_8b,10,4,0.25,0.4,0.004784688995215311,4.25,accident; awkward silence; celebration; party
en,situation,joy,random,centroid_phrases,neutral_centroid,gemini,mmlw_roberta_large,10,2,0.1111111111111111,0.2,-0.11088348271446863,2.0,argument; awkward silence
en,situation,joy,random,centroid_phrases,neutral_centroid,gemini,qwen3_embedding_8b,10,8,0.6666666666666666,0.8,0.08213166144200623,2.5,argument; awkward silence; being betrayed; being ignored; celebration; failure; public speech; surprise
en,situation,joy,random,centroid_phrases,neutral_centroid,mmlw_roberta_large,qwen3_embedding_8b,10,4,0.25,0.4,0.4488038277511961,1.0,accident; argument; awkward silence; party
en,situation,joy,shuffled_emotion,centroid_phrases,neutral_centroid,bielik_1_5b_v3,gemini,10,5,0.3333333333333333,0.5,0.045454545454545414,2.8,awkward silence; being betrayed; being ignored; missing the train; walking alone at night
