model,language,category,emotion,emotion_strategy,neutral_strategy,bootstrap_iteration,sampled_emotion_terms,sampled_neutral_terms,direction_cosine_to_reference,top_k_jaccard_to_reference,average_similarity_top_k
gemini,pl,object,sadness,centroid_phrases,neutral_centroid,46,czuję smutek; czuję przygnębienie; czuję żal,zwykły; codzienny; codzienny; przeciętny,0.9568502902984619,1.0,0.567048192024231
gemini,pl,object,sadness,centroid_phrases,neutral_centroid,47,czuję smutek; czuję przygnębienie; czuję żal,neutralny; przeciętny; przeciętny; przeciętny,0.9195390343666077,1.0,0.5675016164779663
gemini,pl,object,sadness,centroid_phrases,neutral_centroid,48,czuję przygnębienie; czuję przygnębienie; czuję przygnębienie,codzienny; codzienny; codzienny; przeciętny,0.8313472270965576,1.0,0.5420541882514953
gemini,pl,object,sadness,centroid_phrases,neutral_centroid,49,czuję żal; czuję przygnębienie; czuję żal,zwykły; przeciętny; codzienny; przeciętny,0.921271800994873,0.6666666666666666,0.5570518970489502
gemini,pl,object,sadness,centroid_phrases,neutral_centroid,50,czuję żal; czuję żal; czuję przygnębienie,neutralny; zwykły; neutralny; przeciętny,0.9224746227264404,0.8181818181818182,0.5535860121250152
gemini,pl,object,sadness,single_word,neutral_centroid,1,smutek,codzienny; zwykły; zwykły; codzienny,0.9492267966270447,0.8181818181818182,0.5111657470464707
gemini,pl,object,sadness,single_word,neutral_centroid,2,smutek,codzienny; codzienny; codzienny; zwykły,0.9184395670890808,0.8181818181818182,0.5100081503391266
gemini,pl,object,sadness,single_word,neutral_centroid,3,smutek,zwykły; przeciętny; neutralny; zwykły,0.972846269607544,1.0,0.5147893786430359
gemini,pl,object,sadness,single_word,neutral_centroid,4,smutek,codzienny; zwykły; przeciętny; przeciętny,0.9707668423652649,0.8181818181818182,0.5150251984596252
gemini,pl,object,sadness,single_word,neutral_centroid,5,smutek,codzienny; codzienny; zwykły; neutralny,0.9709897041320801,1.0,0.507692888379097
gemini,pl,object,sadness,single_word,neutral_centroid,6,smutek,neutralny; codzienny; zwykły; przeciętny,1.0,1.0,0.5106553852558136
gemini,pl,object,sadness,single_word,neutral_centroid,7,smutek,neutralny; codzienny; neutralny; przeciętny,0.9706436991691589,1.0,0.5093039870262146
gemini,pl,object,sadness,single_word,neutral_centroid,8,smutek,przeciętny; codzienny; neutralny; codzienny,0.9736566543579102,1.0,0.5082490354776382
gemini,pl,object,sadness,single_word,neutral_centroid,9,smutek,przeciętny; zwykły; codzienny; codzienny,0.9686310291290283,0.8181818181818182,0.511241215467453
gemini,pl,object,sadness,single_word,neutral_centroid,10,smutek,codzienny; neutralny; neutralny; codzienny,0.9396039843559265,1.0,0.5069815546274186
gemini,pl,object,sadness,single_word,neutral_centroid,11,smutek,przeciętny; przeciętny; neutralny; przeciętny,0.9379217028617859,1.0,0.5173312544822692
gemini,pl,object,sadness,single_word,neutral_centroid,12,smutek,codzienny; neutralny; zwykły; zwykły,0.9800362586975098,1.0,0.5106771498918533
gemini,pl,object,sadness,single_word,neutral_centroid,13,smutek,codzienny; codzienny; codzienny; przeciętny,0.9228464961051941,0.8181818181818182,0.5107733011245728
gemini,pl,object,sadness,single_word,neutral_centroid,14,smutek,przeciętny; przeciętny; neutralny; codzienny,0.9810473322868347,1.0,0.5118602633476257
gemini,pl,object,sadness,single_word,neutral_centroid,15,smutek,neutralny; neutralny; przeciętny; przeciętny,0.9501711130142212,1.0,0.5139956831932068
gemini,pl,object,sadness,single_word,neutral_centroid,16,smutek,zwykły; neutralny; przeciętny; przeciętny,0.9715900421142578,1.0,0.5154171824455261
gemini,pl,object,sadness,single_word,neutral_centroid,17,smutek,zwykły; zwykły; przeciętny; neutralny,0.972846269607544,1.0,0.5147893786430359
gemini,pl,object,sadness,single_word,neutral_centroid,18,smutek,neutralny; zwykły; zwykły; przeciętny,0.972846269607544,1.0,0.5147893786430359
gemini,pl,object,sadness,single_word,neutral_centroid,19,smutek,codzienny; zwykły; zwykły; zwykły,0.93606036901474,0.8181818181818182,0.5145872890949249
gemini,pl,object,sadness,single_word,neutral_centroid,20,smutek,neutralny; codzienny; przeciętny; przeciętny,0.9810473322868347,1.0,0.5118602633476257
gemini,pl,object,sadness,single_word,neutral_centroid,21,smutek,zwykły; zwykły; codzienny; zwykły,0.93606036901474,0.8181818181818182,0.5145872950553894
gemini,pl,object,sadness,single_word,neutral_centroid,22,smutek,codzienny; przeciętny; codzienny; codzienny,0.9228464365005493,0.8181818181818182,0.5107732981443405
gemini,pl,object,sadness,single_word,neutral_centroid,23,smutek,przeciętny; neutralny; zwykły; codzienny,1.0,1.0,0.5106553852558136
gemini,pl,object,sadness,single_word,neutral_centroid,24,smutek,zwykły; codzienny; zwykły; zwykły,0.93606036901474,0.8181818181818182,0.5145872890949249
gemini,pl,object,sadness,single_word,neutral_centroid,25,smutek,codzienny; zwykły; codzienny; codzienny,0.9184395670890808,0.8181818181818182,0.5100081443786622
gemini,pl,object,sadness,single_word,neutral_centroid,26,smutek,przeciętny; codzienny; neutralny; zwykły,1.0,1.0,0.5106553852558136
gemini,pl,object,sadness,single_word,neutral_centroid,27,smutek,codzienny; przeciętny; codzienny; neutralny,0.9736568331718445,1.0,0.5082490354776382
gemini,pl,object,sadness,single_word,neutral_centroid,28,smutek,zwykły; zwykły; codzienny; zwykły,0.93606036901474,0.8181818181818182,0.5145872950553894
gemini,pl,object,sadness,single_word,neutral_centroid,29,smutek,przeciętny; zwykły; przeciętny; zwykły,0.940849244594574,0.8181818181818182,0.5189555525779724
gemini,pl,object,sadness,single_word,neutral_centroid,30,smutek,codzienny; neutralny; zwykły; neutralny,0.9691920280456543,1.0,0.5087053537368774
gemini,pl,object,sadness,single_word,neutral_centroid,31,smutek,codzienny; zwykły; przeciętny; przeciętny,0.9707668423652649,0.8181818181818182,0.5150251984596252
gemini,pl,object,sadness,single_word,neutral_centroid,32,smutek,neutralny; neutralny; przeciętny; codzienny,0.9706436991691589,1.0,0.5093040645122529
gemini,pl,object,sadness,single_word,neutral_centroid,33,smutek,neutralny; przeciętny; przeciętny; zwykły,0.9715900421142578,1.0,0.5154172420501709
gemini,pl,object,sadness,single_word,neutral_centroid,34,smutek,neutralny; neutralny; zwykły; neutralny,0.9116219878196716,0.8181818181818182,0.5134709298610687
gemini,pl,object,sadness,single_word,neutral_centroid,35,smutek,neutralny; codzienny; codzienny; przeciętny,0.9736567139625549,1.0,0.5082490295171738
gemini,pl,object,sadness,single_word,neutral_centroid,36,smutek,przeciętny; przeciętny; neutralny; zwykły,0.9715900421142578,1.0,0.5154172241687774
gemini,pl,object,sadness,single_word,neutral_centroid,37,smutek,codzienny; przeciętny; neutralny; przeciętny,0.9810473322868347,1.0,0.5118602633476257
gemini,pl,object,sadness,single_word,neutral_centroid,38,smutek,neutralny; zwykły; neutralny; zwykły,0.9500959515571594,1.0,0.5126632809638977
gemini,pl,object,sadness,single_word,neutral_centroid,39,smutek,zwykły; codzienny; zwykły; codzienny,0.9492267966270447,0.8181818181818182,0.5111657470464707
gemini,pl,object,sadness,single_word,neutral_centroid,40,smutek,przeciętny; neutralny; codzienny; zwykły,1.0,1.0,0.5106554150581359
gemini,pl,object,sadness,single_word,neutral_centroid,41,smutek,przeciętny; zwykły; neutralny; codzienny,1.0,1.0,0.5106553852558136
gemini,pl,object,sadness,single_word,neutral_centroid,42,smutek,codzienny; zwykły; przeciętny; przeciętny,0.9707668423652649,0.8181818181818182,0.5150251984596252
gemini,pl,object,sadness,single_word,neutral_centroid,43,smutek,codzienny; zwykły; codzienny; przeciętny,0.9686310291290283,0.8181818181818182,0.5112412303686142
gemini,pl,object,sadness,single_word,neutral_centroid,44,smutek,przeciętny; zwykły; neutralny; zwykły,0.972846269607544,1.0,0.5147893786430359
gemini,pl,object,sadness,single_word,neutral_centroid,45,smutek,codzienny; codzienny; codzienny; neutralny,0.9182916283607483,1.0,0.5075319170951843
gemini,pl,object,sadness,single_word,neutral_centroid,46,smutek,codzienny; neutralny; codzienny; codzienny,0.9182916283607483,1.0,0.5075319170951843
gemini,pl,object,sadness,single_word,neutral_centroid,47,smutek,codzienny; codzienny; codzienny; przeciętny,0.9228464961051941,0.8181818181818182,0.5107733011245728
gemini,pl,object,sadness,single_word,neutral_centroid,48,smutek,neutralny; neutralny; przeciętny; zwykły,0.9676271677017212,1.0,0.512667053937912
gemini,pl,object,sadness,single_word,neutral_centroid,49,smutek,zwykły; codzienny; codzienny; przeciętny,0.9686310291290283,0.8181818181818182,0.5112412303686142
gemini,pl,object,sadness,single_word,neutral_centroid,50,smutek,zwykły; przeciętny; codzienny; codzienny,0.9686310291290283,0.8181818181818182,0.511241215467453
gemini,pl,object,disgust,centroid_phrases,neutral_centroid,1,czuję wstręt; czuję obrzydzenie; czuję odrazę,neutralny; codzienny; przeciętny; codzienny,0.9660682678222656,1.0,0.5513527631759644
gemini,pl,object,disgust,centroid_phrases,neutral_centroid,2,czuję wstręt; czuję odrazę; czuję odrazę,przeciętny; przeciętny; zwykły; przeciętny,0.8918391466140747,0.6666666666666666,0.5469675421714782
gemini,pl,object,disgust,centroid_phrases,neutral_centroid,3,czuję obrzydzenie; czuję obrzydzenie; czuję wstręt,zwykły; przeciętny; neutralny; codzienny,0.9832481741905212,0.8181818181818182,0.5413457691669464
gemini,pl,object,disgust,centroid_phrases,neutral_centroid,4,czuję odrazę; czuję obrzydzenie; czuję odrazę,neutralny; zwykły; zwykły; przeciętny,0.9489210247993469,0.6666666666666666,0.540794062614441
gemini,pl,object,disgust,centroid_phrases,neutral_centroid,5,czuję wstręt; czuję odrazę; czuję wstręt,przeciętny; zwykły; neutralny; przeciętny,0.9545496702194214,0.8181818181818182,0.5406490862369537
gemini,pl,object,disgust,centroid_phrases,neutral_centroid,6,czuję wstręt; czuję wstręt; czuję obrzydzenie,codzienny; zwykły; zwykły; przeciętny,0.9507670998573303,0.8181818181818182,0.5393880724906921
gemini,pl,object,disgust,centroid_phrases,neutral_centroid,7,czuję wstręt; czuję odrazę; czuję obrzydzenie,zwykły; codzienny; przeciętny; zwykły,0.9638367295265198,0.8181818181818182,0.5474387764930725
gemini,pl,object,disgust,centroid_phrases,neutral_centroid,8,czuję wstręt; czuję obrzydzenie; czuję wstręt,neutralny; przeciętny; przeciętny; przeciętny,0.908433735370636,0.8181818181818182,0.5423335611820221
gemini,pl,object,disgust,centroid_phrases,neutral_centroid,9,czuję odrazę; czuję obrzydzenie; czuję odrazę,codzienny; neutralny; zwykły; neutralny,0.9472596049308777,1.0,0.5406969606876373
gemini,pl,object,disgust,centroid_phrases,neutral_centroid,10,czuję wstręt; czuję wstręt; czuję odrazę,codzienny; codzienny; przeciętny; neutralny,0.9566957950592041,1.0,0.5455697476863861
gemini,pl,object,disgust,centroid_phrases,neutral_centroid,11,czuję wstręt; czuję obrzydzenie; czuję obrzydzenie,neutralny; codzienny; przeciętny; codzienny,0.9468448758125305,1.0,0.5441340029239654
gemini,pl,object,disgust,centroid_phrases,neutral_centroid,12,czuję obrzydzenie; czuję wstręt; czuję odrazę,przeciętny; neutralny; codzienny; zwykły,0.9999998807907104,1.0,0.5471761345863342
gemini,pl,object,disgust,centroid_phrases,neutral_centroid,13,czuję obrzydzenie; czuję odrazę; czuję obrzydzenie,codzienny; zwykły; przeciętny; przeciętny,0.9541640281677246,0.8181818181818182,0.5512923955917358
gemini,pl,object,disgust,centroid_phrases,neutral_centroid,14,czuję odrazę; czuję odrazę; czuję obrzydzenie,neutralny; neutralny; zwykły; codzienny,0.9472596049308777,1.0,0.5406969547271728
gemini,pl,object,disgust,centroid_phrases,neutral_centroid,15,czuję odrazę; czuję odrazę; czuję obrzydzenie,neutralny; zwykły; zwykły; codzienny,0.9547257423400879,0.8181818181818182,0.5404754638671875
gemini,pl,object,disgust,centroid_phrases,neutral_centroid,16,czuję odrazę; czuję obrzydzenie; czuję obrzydzenie,neutralny; zwykły; zwykły; codzienny,0.9648565053939819,0.8181818181818182,0.5419374287128449
gemini,pl,object,disgust,centroid_phrases,neutral_centroid,17,czuję wstręt; czuję wstręt; czuję wstręt,codzienny; neutralny; zwykły; codzienny,0.9275161027908325,0.8181818181818182,0.5291746258735657
gemini,pl,object,disgust,centroid_phrases,neutral_centroid,18,czuję odrazę; czuję odrazę; czuję wstręt,codzienny; neutralny; codzienny; codzienny,0.8836522102355957,1.0,0.5479959130287171
gemini,pl,object,disgust,centroid_phrases,neutral_centroid,19,czuję obrzydzenie; czuję odrazę; czuję odrazę,zwykły; codzienny; zwykły; zwykły,0.9000017046928406,0.6666666666666666,0.5417382597923279
gemini,pl,object,disgust,centroid_phrases,neutral_centroid,20,czuję obrzydzenie; czuję odrazę; czuję wstręt,neutralny; codzienny; neutralny; przeciętny,0.9646174311637878,1.0,0.5468846499919892
gemini,pl,object,disgust,centroid_phrases,neutral_centroid,21,czuję obrzydzenie; czuję odrazę; czuję odrazę,codzienny; zwykły; neutralny; codzienny,0.9444890022277832,0.8181818181818182,0.5448369860649109
gemini,pl,object,disgust,centroid_phrases,neutral_centroid,22,czuję obrzydzenie; czuję odrazę; czuję obrzydzenie,przeciętny; przeciętny; zwykły; neutralny,0.9559300541877747,0.8181818181818182,0.546948379278183
gemini,pl,object,disgust,centroid_phrases,neutral_centroid,23,czuję wstręt; czuję odrazę; czuję obrzydzenie,przeciętny; zwykły; przeciętny; neutralny,0.9661930799484253,0.8181818181818182,0.5473634541034699
gemini,pl,object,disgust,centroid_phrases,neutral_centroid,24,czuję wstręt; czuję obrzydzenie; czuję obrzydzenie,codzienny; zwykły; przeciętny; neutralny,0.9832481741905212,0.8181818181818182,0.541345763206482
gemini,pl,object,disgust,centroid_phrases,neutral_centroid,25,czuję wstręt; czuję wstręt; czuję obrzydzenie,zwykły; zwykły; przeciętny; neutralny,0.9541112780570984,0.8181818181818182,0.5350994348526001
gemini,pl,object,disgust,centroid_phrases,neutral_centroid,26,czuję odrazę; czuję obrzydzenie; czuję obrzydzenie,przeciętny; zwykły; przeciętny; codzienny,0.9541640281677246,0.8181818181818182,0.5512923836708069
gemini,pl,object,disgust,centroid_phrases,neutral_centroid,27,czuję obrzydzenie; czuję obrzydzenie; czuję obrzydzenie,codzienny; neutralny; neutralny; codzienny,0.8849009275436401,0.6666666666666666,0.5350322127342224
gemini,pl,object,disgust,centroid_phrases,neutral_centroid,28,czuję obrzydzenie; czuję odrazę; czuję wstręt,przeciętny; neutralny; zwykły; neutralny,0.9630088210105896,0.8181818181818182,0.5429296433925629
gemini,pl,object,disgust,centroid_phrases,neutral_centroid,29,czuję obrzydzenie; czuję wstręt; czuję wstręt,przeciętny; zwykły; neutralny; zwykły,0.9541112780570984,0.8181818181818182,0.5350994408130646
gemini,pl,object,disgust,centroid_phrases,neutral_centroid,30,czuję obrzydzenie; czuję obrzydzenie; czuję obrzydzenie,przeciętny; codzienny; codzienny; codzienny,0.8659263253211975,0.8181818181818182,0.5448058545589447
gemini,pl,object,disgust,centroid_phrases,neutral_centroid,31,czuję odrazę; czuję wstręt; czuję odrazę,codzienny; neutralny; przeciętny; zwykły,0.9828003644943237,0.8181818181818182,0.5429152965545654
gemini,pl,object,disgust,centroid_phrases,neutral_centroid,32,czuję wstręt; czuję wstręt; czuję obrzydzenie,zwykły; przeciętny; przeciętny; codzienny,0.9473237991333008,0.8181818181818182,0.5427438676357269
gemini,pl,object,disgust,centroid_phrases,neutral_centroid,33,czuję wstręt; czuję wstręt; czuję obrzydzenie,przeciętny; zwykły; neutralny; neutralny,0.9465401768684387,0.8181818181818182,0.5340620040893554
gemini,pl,object,disgust,centroid_phrases,neutral_centroid,34,czuję wstręt; czuję obrzydzenie; czuję odrazę,zwykły; codzienny; zwykły; przeciętny,0.9638367295265198,0.8181818181818182,0.5474387764930725
gemini,pl,object,disgust,centroid_phrases,neutral_centroid,35,czuję obrzydzenie; czuję wstręt; czuję obrzydzenie,codzienny; zwykły; przeciętny; zwykły,0.9554312229156494,0.8181818181818182,0.5433727741241455
gemini,pl,object,disgust,centroid_phrases,neutral_centroid,36,czuję odrazę; czuję wstręt; czuję wstręt,neutralny; przeciętny; zwykły; zwykły,0.9555273056030273,0.8181818181818182,0.5365157008171082
gemini,pl,object,disgust,centroid_phrases,neutral_centroid,37,czuję odrazę; czuję obrzydzenie; czuję wstręt,zwykły; przeciętny; zwykły; codzienny,0.9638367295265198,0.8181818181818182,0.547438770532608
gemini,pl,object,disgust,centroid_phrases,neutral_centroid,38,czuję obrzydzenie; czuję wstręt; czuję odrazę,przeciętny; neutralny; przeciętny; zwykły,0.9661930799484253,0.8181818181818182,0.5473634660243988
gemini,pl,object,disgust,centroid_phrases,neutral_centroid,39,czuję wstręt; czuję obrzydzenie; czuję obrzydzenie,zwykły; zwykły; neutralny; neutralny,0.9306086897850037,0.8181818181818182,0.5339237987995148
gemini,pl,object,disgust,centroid_phrases,neutral_centroid,40,czuję odrazę; czuję obrzydzenie; czuję odrazę,przeciętny; neutralny; przeciętny; zwykły,0.9500638842582703,0.8181818181818182,0.5456220090389252
gemini,pl,object,disgust,centroid_phrases,neutral_centroid,41,czuję obrzydzenie; czuję obrzydzenie; czuję wstręt,zwykły; przeciętny; neutralny; codzienny,0.9832481741905212,0.8181818181818182,0.5413457691669464
gemini,pl,object,disgust,centroid_phrases,neutral_centroid,42,czuję obrzydzenie; czuję obrzydzenie; czuję odrazę,zwykły; zwykły; neutralny; neutralny,0.9323644638061523,0.8181818181818182,0.5380259931087494
gemini,pl,object,disgust,centroid_phrases,neutral_centroid,43,czuję odrazę; czuję wstręt; czuję obrzydzenie,przeciętny; przeciętny; neutralny; zwykły,0.9661930799484253,0.8181818181818182,0.5473634719848632
gemini,pl,object,disgust,centroid_phrases,neutral_centroid,44,czuję wstręt; czuję odrazę; czuję wstręt,neutralny; codzienny; przeciętny; codzienny,0.9566957950592041,1.0,0.5455697536468506
gemini,pl,object,disgust,centroid_phrases,neutral_centroid,45,czuję obrzydzenie; czuję wstręt; czuję obrzydzenie,zwykły; codzienny; neutralny; neutralny,0.9458326697349548,0.8181818181818182,0.5360933363437652
gemini,pl,object,disgust,centroid_phrases,neutral_centroid,46,czuję obrzydzenie; czuję wstręt; czuję obrzydzenie,zwykły; przeciętny; przeciętny; codzienny,0.9510592818260193,0.8181818181818182,0.5466121315956116
gemini,pl,object,disgust,centroid_phrases,neutral_centroid,47,czuję obrzydzenie; czuję obrzydzenie; czuję odrazę,przeciętny; codzienny; przeciętny; neutralny,0.9635436534881592,0.8181818181818182,0.55032599568367
gemini,pl,object,disgust,centroid_phrases,neutral_centroid,48,czuję odrazę; czuję odrazę; czuję odrazę,zwykły; przeciętny; neutralny; przeciętny,0.91612708568573,0.8181818181818182,0.5349769353866577
gemini,pl,object,disgust,centroid_phrases,neutral_centroid,49,czuję obrzydzenie; czuję odrazę; czuję odrazę,zwykły; zwykły; neutralny; przeciętny,0.9489209055900574,0.6666666666666666,0.5407940745353699
gemini,pl,object,disgust,centroid_phrases,neutral_centroid,50,czuję obrzydzenie; czuję obrzydzenie; czuję wstręt,zwykły; neutralny; zwykły; neutralny,0.9306085705757141,0.8181818181818182,0.5339238286018372
gemini,pl,object,disgust,single_word,neutral_centroid,1,wstręt,neutralny; codzienny; zwykły; zwykły,0.9789709448814392,1.0,0.5129475057125091
gemini,pl,object,disgust,single_word,neutral_centroid,2,wstręt,codzienny; neutralny; neutralny; codzienny,0.9343094825744629,0.8181818181818182,0.5196031391620636
gemini,pl,object,disgust,single_word,neutral_centroid,3,wstręt,codzienny; neutralny; codzienny; zwykły,0.9684532284736633,1.0,0.5161955654621124
gemini,pl,object,disgust,single_word,neutral_centroid,4,wstręt,codzienny; zwykły; zwykły; neutralny,0.9789709448814392,1.0,0.5129475057125091
gemini,pl,object,disgust,single_word,neutral_centroid,5,wstręt,zwykły; codzienny; neutralny; przeciętny,1.0,1.0,0.5167421877384186
gemini,pl,object,disgust,single_word,neutral_centroid,6,wstręt,neutralny; przeciętny; neutralny; zwykły,0.9665296077728271,1.0,0.5159493148326874
gemini,pl,object,disgust,single_word,neutral_centroid,7,wstręt,przeciętny; neutralny; przeciętny; codzienny,0.9787911772727966,0.8181818181818182,0.5220289647579193
gemini,pl,object,disgust,single_word,neutral_centroid,8,wstręt,zwykły; codzienny; codzienny; przeciętny,0.9650741815567017,1.0,0.5197069823741913
gemini,pl,object,disgust,single_word,neutral_centroid,9,wstręt,codzienny; codzienny; neutralny; przeciętny,0.9702972769737244,0.8181818181818182,0.5207059264183045
gemini,pl,object,disgust,single_word,neutral_centroid,10,wstręt,przeciętny; przeciętny; przeciętny; neutralny,0.9321414232254028,0.8181818181818182,0.5249216377735137
gemini,pl,object,disgust,single_word,neutral_centroid,11,wstręt,przeciętny; codzienny; codzienny; zwykły,0.9650741815567017,1.0,0.5197069942951202
gemini,pl,object,disgust,single_word,neutral_centroid,12,wstręt,zwykły; codzienny; przeciętny; przeciętny,0.9677366614341736,1.0,0.5210952281951904
gemini,pl,object,disgust,single_word,neutral_centroid,13,wstręt,przeciętny; neutralny; neutralny; neutralny,0.9101503491401672,0.8181818181818182,0.5204064458608627
gemini,pl,object,disgust,single_word,neutral_centroid,14,wstręt,zwykły; zwykły; przeciętny; neutralny,0.9717609286308289,1.0,0.5147701621055603
gemini,pl,object,disgust,single_word,neutral_centroid,15,wstręt,codzienny; przeciętny; zwykły; neutralny,1.0,1.0,0.5167421936988831
gemini,pl,object,disgust,single_word,neutral_centroid,16,wstręt,neutralny; zwykły; neutralny; przeciętny,0.9665296077728271,1.0,0.5159493088722229
gemini,pl,object,disgust,single_word,neutral_centroid,17,wstręt,przeciętny; neutralny; przeciętny; codzienny,0.9787911772727966,0.8181818181818182,0.5220289647579193
gemini,pl,object,disgust,single_word,neutral_centroid,18,wstręt,przeciętny; neutralny; zwykły; zwykły,0.9717609286308289,1.0,0.5147701621055603
gemini,pl,object,disgust,single_word,neutral_centroid,19,wstręt,zwykły; zwykły; neutralny; neutralny,0.9496213793754578,1.0,0.5124860227108001
gemini,pl,object,disgust,single_word,neutral_centroid,20,wstręt,codzienny; przeciętny; neutralny; zwykły,1.0000001192092896,1.0,0.5167421698570251
gemini,pl,object,disgust,single_word,neutral_centroid,21,wstręt,neutralny; przeciętny; codzienny; codzienny,0.9702971577644348,0.8181818181818182,0.520705908536911
gemini,pl,object,disgust,single_word,neutral_centroid,22,wstręt,przeciętny; neutralny; codzienny; zwykły,1.0,1.0,0.5167421877384186
gemini,pl,object,disgust,single_word,neutral_centroid,23,wstręt,codzienny; przeciętny; przeciętny; przeciętny,0.9306945204734802,0.8181818181818182,0.5267475545406342
gemini,pl,object,disgust,single_word,neutral_centroid,24,wstręt,przeciętny; przeciętny; przeciętny; przeciętny,0.8737896680831909,0.8181818181818182,0.530301159620285
gemini,pl,object,disgust,single_word,neutral_centroid,25,wstręt,przeciętny; przeciętny; codzienny; przeciętny,0.9306945204734802,0.8181818181818182,0.5267475545406342
gemini,pl,object,disgust,single_word,neutral_centroid,26,wstręt,neutralny; przeciętny; codzienny; codzienny,0.9702971577644348,0.8181818181818182,0.520705908536911
gemini,pl,object,disgust,single_word,neutral_centroid,27,wstręt,przeciętny; zwykły; przeciętny; neutralny,0.9697504043579102,1.0,0.519164365530014
gemini,pl,object,disgust,single_word,neutral_centroid,28,wstręt,zwykły; codzienny; zwykły; codzienny,0.9451345801353455,1.0,0.516120970249176
gemini,pl,object,disgust,single_word,neutral_centroid,29,wstręt,neutralny; przeciętny; zwykły; neutralny,0.9665296077728271,1.0,0.515949285030365
gemini,pl,object,disgust,single_word,neutral_centroid,30,wstręt,przeciętny; przeciętny; zwykły; zwykły,0.9372818470001221,1.0,0.5194109857082367
gemini,pl,object,disgust,single_word,neutral_centroid,31,wstręt,neutralny; codzienny; przeciętny; codzienny,0.9702971577644348,0.8181818181818182,0.5207058966159821
gemini,pl,object,disgust,single_word,neutral_centroid,32,wstręt,codzienny; zwykły; neutralny; zwykły,0.9789709448814392,1.0,0.5129474937915802
gemini,pl,object,disgust,single_word,neutral_centroid,33,wstręt,codzienny; neutralny; neutralny; neutralny,0.9055377840995789,0.8181818181818182,0.5201134860515595
gemini,pl,object,disgust,single_word,neutral_centroid,34,wstręt,neutralny; codzienny; neutralny; przeciętny,0.9682806134223938,0.8181818181818182,0.5190054476261139
gemini,pl,object,disgust,single_word,neutral_centroid,35,wstręt,neutralny; przeciętny; neutralny; zwykły,0.9665296077728271,1.0,0.5159493148326874
gemini,pl,object,disgust,single_word,neutral_centroid,36,wstręt,zwykły; zwykły; codzienny; neutralny,0.9789709448814392,1.0,0.5129475057125091
gemini,pl,object,disgust,single_word,neutral_centroid,37,wstręt,codzienny; przeciętny; neutralny; przeciętny,0.9787912964820862,0.8181818181818182,0.5220289647579193
gemini,pl,object,disgust,single_word,neutral_centroid,38,wstręt,przeciętny; neutralny; zwykły; przeciętny,0.9697504043579102,1.0,0.5191643178462982
gemini,pl,object,disgust,single_word,neutral_centroid,39,wstręt,przeciętny; codzienny; przeciętny; neutralny,0.9787912964820862,0.8181818181818182,0.5220289707183838
gemini,pl,object,disgust,single_word,neutral_centroid,40,wstręt,neutralny; zwykły; przeciętny; neutralny,0.9665296077728271,1.0,0.5159493088722229
gemini,pl,object,disgust,single_word,neutral_centroid,41,wstręt,codzienny; przeciętny; zwykły; codzienny,0.9650741815567017,1.0,0.5197070002555847
gemini,pl,object,disgust,single_word,neutral_centroid,42,wstręt,neutralny; zwykły; neutralny; codzienny,0.9677639603614807,0.8181818181818182,0.5144412606954575
gemini,pl,object,disgust,single_word,neutral_centroid,43,wstręt,przeciętny; przeciętny; przeciętny; przeciętny,0.8737896680831909,0.8181818181818182,0.530301159620285
gemini,pl,object,disgust,single_word,neutral_centroid,44,wstręt,przeciętny; przeciętny; przeciętny; codzienny,0.9306945204734802,0.8181818181818182,0.5267475485801697
gemini,pl,object,disgust,single_word,neutral_centroid,45,wstręt,przeciętny; codzienny; przeciętny; przeciętny,0.9306945204734802,0.8181818181818182,0.5267475545406342
gemini,pl,object,disgust,single_word,neutral_centroid,46,wstręt,codzienny; neutralny; zwykły; przeciętny,1.0000001192092896,1.0,0.5167421698570251
gemini,pl,object,disgust,single_word,neutral_centroid,47,wstręt,neutralny; codzienny; przeciętny; zwykły,1.0000001192092896,1.0,0.5167421638965607
gemini,pl,object,disgust,single_word,neutral_centroid,48,wstręt,neutralny; codzienny; codzienny; codzienny,0.9083320498466492,0.6666666666666666,0.5216383457183837
gemini,pl,object,disgust,single_word,neutral_centroid,49,wstręt,przeciętny; przeciętny; codzienny; przeciętny,0.9306945204734802,0.8181818181818182,0.5267475545406342
gemini,pl,object,disgust,single_word,neutral_centroid,50,wstręt,zwykły; codzienny; zwykły; przeciętny,0.9685176014900208,1.0,0.5167309880256653
gemini,pl,object,joy,centroid_phrases,neutral_centroid,1,czuję radość; czuję szczęście; czuję szczęście,zwykły; codzienny; neutralny; codzienny,0.925815224647522,0.8181818181818182,0.5534060418605804
gemini,pl,object,joy,centroid_phrases,neutral_centroid,2,czuję radość; czuję zachwyt; czuję szczęście,przeciętny; codzienny; przeciętny; codzienny,0.9368147253990173,0.8181818181818182,0.5721374571323394
gemini,pl,object,joy,centroid_phrases,neutral_centroid,3,czuję radość; czuję radość; czuję szczęście,neutralny; codzienny; przeciętny; zwykły,0.962256133556366,0.8181818181818182,0.5506376087665558
gemini,pl,object,joy,centroid_phrases,neutral_centroid,4,czuję zachwyt; czuję zachwyt; czuję radość,codzienny; zwykły; przeciętny; codzienny,0.915252685546875,0.6666666666666666,0.5610629975795746
gemini,pl,object,joy,centroid_phrases,neutral_centroid,5,czuję zachwyt; czuję zachwyt; czuję szczęście,neutralny; zwykły; zwykły; zwykły,0.8825055956840515,0.6666666666666666,0.5543283522129059
